,N,M,Number of Threads,Number of Active Cores,Network,Layer,Total Cycles,Energy,Tiling
102,64,32,3,6,RESNET-50,conv5_2_b,38831,654324.6939460019,8
103,64,32,3,6,RESNET-50,conv5_2_c,28010,434646.35226631205,16
104,64,32,3,6,RESNET-50,conv5_3_a,20143,331532.276100162,4
105,64,32,3,6,RESNET-50,conv5_3_b,38831,654324.6939460019,8
106,64,32,3,6,RESNET-50,conv5_3_c,28010,434646.35226631205,16
107,64,32,3,6,MobileNet-v1,conv1,51032,784426.4255052061,8
108,32,32,6,6,MobileNet-v1,conv2-dw,123456,915053.717408064,32
109,32,64,3,6,MobileNet-v1,conv3,103507,1434373.837633536,28
110,32,32,6,6,MobileNet-v1,conv4-dw,71232,586174.4735758081,64
111,64,32,3,6,MobileNet-v1,conv5,51327,728723.913133376,7
112,32,32,6,6,MobileNet-v1,conv6-dw,124160,923100.249559296,128
113,64,32,3,6,MobileNet-v1,conv7,54441,802154.0039787521,14
114,32,32,6,6,MobileNet-v1,conv8-dw,37888,312487.40649753605,128
115,64,32,3,6,MobileNet-v1,conv9,26094,379563.447420608,28
116,32,32,6,6,MobileNet-v1,conv10-dw,66304,494483.027814912,256
117,64,32,3,6,MobileNet-v1,conv11,28082,431232.909951808,28
118,32,32,6,6,MobileNet-v1,conv12-dw,19456,160680.12726835202,256
119,64,32,3,6,MobileNet-v1,conv13,14688,224784.032069928,28
120,32,32,6,6,MobileNet-v1,conv14-dw,34304,257522.546678784,512
121,64,32,3,6,MobileNet-v1,conv15,17392,286697.070518856,56
122,32,32,6,6,MobileNet-v1,conv16-dw,34304,257522.546678784,512
123,64,32,3,6,MobileNet-v1,conv17,17392,286697.070518856,56
124,32,32,6,6,MobileNet-v1,conv18-dw,34304,257522.546678784,512
125,64,32,3,6,MobileNet-v1,conv19,17392,286697.070518856,56
126,32,32,6,6,MobileNet-v1,conv20-dw,34304,257522.546678784,512
127,64,32,3,6,MobileNet-v1,conv21,17392,286697.070518856,56
128,32,32,6,6,MobileNet-v1,conv22-dw,34304,257522.546678784,512
129,64,32,3,6,MobileNet-v1,conv23,17392,286697.070518856,56
130,32,32,6,6,MobileNet-v1,conv24-dw,14336,114986.599640064,512
131,64,32,3,6,MobileNet-v1,conv25,14192,220094.7891149161,8
132,32,32,6,6,MobileNet-v1,conv26-dw,25600,188666.447136768,1024
133,64,32,3,6,MobileNet-v1,conv27,22392,358754.08141933207,16
134,64,32,3,6,MobileNet-v1,fc29,1617,22768.747556684,16
135,64,32,3,6,AlexNet,conv1,38530,618409.7391553379,21
136,64,32,3,6,AlexNet,pool1,20020,277066.804224384,27
137,64,32,3,6,AlexNet,conv2,79527,836366.4343171199,8
138,64,32,3,6,AlexNet,pool2,26359,325697.985558516,4
139,64,32,3,6,AlexNet,conv3,35925,453453.568022784,52
140,64,32,3,6,AlexNet,conv4,48093,627620.0027381761,78
141,64,32,3,6,AlexNet,conv5,35347,446733.263516412,78
