,N,M,Number of Threads,Number of Active Cores,Network,Layer,Total Cycles,Energy,Tiling
41,32,32,5,5,GoogleNet,inception_4e_3x3,28515,324630.8499968,35
42,32,32,5,5,GoogleNet,inception_4e_5x5_reduce,3960,41956.09557984,1
43,32,32,5,5,GoogleNet,inception_4e_5x5,8864,98397.3919648,4
44,32,32,5,5,GoogleNet,inception_4e_pool_proj,8337,98145.95316208,14
45,32,32,5,5,GoogleNet,inception_5a_1x1,7413,111160.62172288,104
46,32,32,5,5,GoogleNet,inception_5a_3x3_reduce,5024,73924.861168,130
47,32,32,5,5,GoogleNet,inception_5a_3x3,10713,155888.19883039998,10
48,32,32,5,5,GoogleNet,inception_5a_5x5_reduce,2203,24277.18042816,26
49,32,32,5,5,GoogleNet,inception_5a_5x5,3320,52456.1087968,128
50,32,32,5,5,GoogleNet,inception_5a_pool_proj,4228,61512.94098304,104
51,32,32,5,5,GoogleNet,inception_5b_1x1,9651,136527.74468473002,7
52,32,32,5,5,GoogleNet,inception_5b_3x3_reduce,5821,86336.78135296,156
53,32,32,5,5,GoogleNet,inception_5b_3x3,14871,231034.70754389,24
54,32,32,5,5,GoogleNet,inception_5b_5x5_reduce,2965,31008.41232224,26
55,32,32,5,5,GoogleNet,inception_5b_5x5,4312,68845.1569552,6
56,32,32,5,5,GoogleNet,inception_5b_pool_proj,4228,61512.94098304,104
57,32,32,5,5,GoogleNet,fc,18469,221571.5112148,32
58,32,32,5,5,RESNET-50,conv1,120380,1626099.4548603352,49
59,32,32,5,5,RESNET-50,conv2_1_a,32816,403133.63491712,28
60,32,32,5,5,RESNET-50,conv2_1_b,37021,568507.32182272,28
61,32,32,5,5,RESNET-50,conv2_1_c,120496,1439112.73072768,49
62,32,32,5,5,RESNET-50,conv2_2_a,43803,621911.8633670401,14
63,32,32,5,5,RESNET-50,conv2_2_b,37021,568507.32182272,28
64,32,32,5,5,RESNET-50,conv2_2_c,120496,1439112.73072768,49
65,32,32,5,5,RESNET-50,conv2_3_a,43803,621911.8633670401,14
66,32,32,5,5,RESNET-50,conv2_3_b,37021,568507.32182272,28
67,32,32,5,5,RESNET-50,conv2_3_c,120496,1439112.73072768,49
68,32,32,5,5,RESNET-50,conv3_1_a,18761,266234.34226336004,6272
69,32,32,5,5,RESNET-50,conv3_1_b,31443,388478.40021504,4
70,32,32,5,5,RESNET-50,conv3_1_c,60718,759453.5551947202,28
71,32,32,5,5,RESNET-50,conv3_2_a,22944,339737.49560736,112
72,32,32,5,5,RESNET-50,conv3_2_b,31443,388478.40021504,4
73,32,32,5,5,RESNET-50,conv3_2_c,60718,759453.5551947202,28
74,32,32,5,5,RESNET-50,conv3_3_a,22944,339737.49560736,112
75,32,32,5,5,RESNET-50,conv3_3_b,31443,388478.40021504,4
76,32,32,5,5,RESNET-50,conv3_3_c,60718,759453.5551947202,28
77,32,32,5,5,RESNET-50,conv3_4_a,22944,339737.49560736,112
78,32,32,5,5,RESNET-50,conv3_4_b,31443,388478.40021504,4
79,32,32,5,5,RESNET-50,conv3_4_c,60718,759453.5551947202,28
80,32,32,5,5,RESNET-50,conv4_1_a,16037,186499.35530448,392
81,32,32,5,5,RESNET-50,conv4_1_b,33877,400258.86747136,64
82,32,32,5,5,RESNET-50,conv4_1_c,34322,457254.9884706,56
83,32,32,5,5,RESNET-50,conv4_2_a,22359,260810.04315136,64
84,32,32,5,5,RESNET-50,conv4_2_b,33877,400258.86747136,64
85,32,32,5,5,RESNET-50,conv4_2_c,34322,457254.9884706,56
86,32,32,5,5,RESNET-50,conv4_3_a,22359,260810.04315136,64
87,32,32,5,5,RESNET-50,conv4_3_b,33877,400258.86747136,64
88,32,32,5,5,RESNET-50,conv4_3_c,34322,457254.9884706,56
89,32,32,5,5,RESNET-50,conv4_4_a,22359,260810.04315136,64
90,32,32,5,5,RESNET-50,conv4_4_b,33877,400258.86747136,64
91,32,32,5,5,RESNET-50,conv4_4_c,34322,457254.9884706,56
92,32,32,5,5,RESNET-50,conv4_5_a,22359,260810.04315136,64
93,32,32,5,5,RESNET-50,conv4_5_b,33877,400258.86747136,64
94,32,32,5,5,RESNET-50,conv4_5_c,34322,457254.9884706,56
95,32,32,5,5,RESNET-50,conv4_6_a,22359,260810.04315136,64
96,32,32,5,5,RESNET-50,conv4_6_b,33877,400258.86747136,64
97,32,32,5,5,RESNET-50,conv4_6_c,34322,457254.9884706,56
98,32,32,5,5,RESNET-50,conv5_1_a,13935,212477.07855687,784
99,32,32,5,5,RESNET-50,conv5_1_b,46776,710104.4863215099,16
100,32,32,5,5,RESNET-50,conv5_1_c,33579,455894.1309113,4
101,32,32,5,5,RESNET-50,conv5_2_a,24259,357022.67950631,4
102,32,32,5,5,RESNET-50,conv5_2_b,46776,710104.4863215099,16
103,32,32,5,5,RESNET-50,conv5_2_c,33579,455894.1309113,4
104,32,32,5,5,RESNET-50,conv5_3_a,24259,357022.67950631,4
105,32,32,5,5,RESNET-50,conv5_3_b,46776,710104.4863215099,16
106,32,32,5,5,RESNET-50,conv5_3_c,33579,455894.1309113,4
107,32,32,5,5,MobileNet-v1,conv1,61799,764797.8081725101,8
108,32,32,5,5,MobileNet-v1,conv2-dw,149568,951222.32189232,32
109,32,32,5,5,MobileNet-v1,conv3,123824,1465375.37290688,112
110,32,32,5,5,MobileNet-v1,conv4-dw,89984,632097.27443104,64
111,32,32,5,5,MobileNet-v1,conv5,62043,742291.2396563201,14
112,32,32,5,5,MobileNet-v1,conv6-dw,157056,1001724.56128448,128
113,32,32,5,5,MobileNet-v1,conv7,65780,824208.8599526401,28
114,32,32,5,5,MobileNet-v1,conv8-dw,45568,320793.06623808003,128
115,32,32,5,5,MobileNet-v1,conv9,31543,394587.23898688005,56
116,32,32,5,5,MobileNet-v1,conv10-dw,79616,510937.88232576,256
117,32,32,5,5,MobileNet-v1,conv11,33932,458987.66829376,112
118,32,32,5,5,MobileNet-v1,conv12-dw,23552,165452.21700735998,256
119,32,32,5,5,MobileNet-v1,conv13,17691,238123.83702908,112
120,32,32,5,5,MobileNet-v1,conv14-dw,41472,266753.79621632,512
121,32,32,5,5,MobileNet-v1,conv15,20945,312741.70580316003,224
122,32,32,5,5,MobileNet-v1,conv16-dw,41472,266753.79621632,512
123,32,32,5,5,MobileNet-v1,conv17,20945,312741.70580316003,224
124,32,32,5,5,MobileNet-v1,conv18-dw,41472,266753.79621632,512
125,32,32,5,5,MobileNet-v1,conv19,20945,312741.70580316003,224
126,32,32,5,5,MobileNet-v1,conv20-dw,41472,266753.79621632,512
127,32,32,5,5,MobileNet-v1,conv21,20945,312741.70580316003,224
128,32,32,5,5,MobileNet-v1,conv22-dw,41472,266753.79621632,512
129,32,32,5,5,MobileNet-v1,conv23,20945,312741.70580316003,224
130,32,32,5,5,MobileNet-v1,conv24-dw,16384,114885.16131072,512
131,32,32,5,5,MobileNet-v1,conv25,17015,230812.26746525,16
132,32,32,5,5,MobileNet-v1,conv26-dw,29696,189089.43035904,1024
133,32,32,5,5,MobileNet-v1,conv27,26845,380268.40994925,32
134,32,32,5,5,MobileNet-v1,fc29,1897,22395.3624034,32
135,32,32,5,5,AlexNet,conv1,46645,663907.41553479,21
136,32,32,5,5,AlexNet,pool1,25671,391650.2434656,162
137,32,32,5,5,AlexNet,conv2,104026,1106976.99672,24
138,32,32,5,5,AlexNet,pool2,30550,452809.80315648,832
139,32,32,5,5,AlexNet,conv3,45025,647609.3880012799,192
140,32,32,5,5,AlexNet,conv4,61977,874271.15993088,1872
141,32,32,5,5,AlexNet,conv5,41559,608272.9976179199,1248
