,N,M,Number of Threads,Number of Active Cores,Network,Layer,Total Cycles,Energy,Tiling
30,32,32,3,3,GoogleNet,inception_4c_5x5_reduce,4811,40779.729390784,16
31,32,32,3,3,GoogleNet,inception_4c_5x5,7356,44487.32734512,2
32,32,32,3,3,GoogleNet,inception_4c_pool_proj,7414,61271.667183376005,16
33,32,32,3,3,GoogleNet,inception_4d_1x1,13524,92567.606978704,16
34,32,32,3,3,GoogleNet,inception_4d_3x3_reduce,15384,107204.705401984,16
35,32,32,3,3,GoogleNet,inception_4d_3x3,30110,305436.926898432,9
36,32,32,3,3,GoogleNet,inception_4d_5x5_reduce,5369,45170.858917768,16
37,32,32,3,3,GoogleNet,inception_4d_5x5,8693,51879.73054016,2
38,32,32,3,3,GoogleNet,inception_4d_pool_proj,7414,61271.667183376005,16
39,32,32,3,3,GoogleNet,inception_4e_1x1,19197,174988.520892864,7
40,32,32,3,3,GoogleNet,inception_4e_3x3_reduce,17003,119295.589264992,14
41,32,32,3,3,GoogleNet,inception_4e_3x3,36077,362272.146432,10
42,32,32,3,3,GoogleNet,inception_4e_5x5_reduce,5596,47339.220008816,17
43,32,32,3,3,GoogleNet,inception_4e_5x5,14634,100591.04543296,4
44,32,32,3,3,GoogleNet,inception_4e_pool_proj,14694,103454.710260608,68
45,32,32,3,3,GoogleNet,inception_5a_1x1,10625,90577.164143468,26
46,32,32,3,3,GoogleNet,inception_5a_3x3_reduce,7932,68924.88213856,130
47,32,32,3,3,GoogleNet,inception_5a_3x3,17909,165578.51177127002,10
48,32,32,3,3,GoogleNet,inception_5a_5x5_reduce,3383,22327.963802816,26
49,32,32,3,3,GoogleNet,inception_5a_5x5,5195,49079.24931616,128
50,32,32,3,3,GoogleNet,inception_5a_pool_proj,6658,57275.652554624,52
51,32,32,3,3,GoogleNet,inception_5b_1x1,15220,129119.406909824,13
52,32,32,3,3,GoogleNet,inception_5b_3x3_reduce,9206,80574.111722496,156
53,32,32,3,3,GoogleNet,inception_5b_3x3,24720,220750.229767296,6
54,32,32,3,3,GoogleNet,inception_5b_5x5_reduce,4240,25273.472343968,26
55,32,32,3,3,GoogleNet,inception_5b_5x5,6831,63850.35303024,4
56,32,32,3,3,GoogleNet,inception_5b_pool_proj,6658,57275.652554624,52
57,32,32,3,3,GoogleNet,fc,30842,220230.031423124,32
58,32,32,3,3,RESNET-50,conv1,200686,1655259.939470634,28
59,32,32,3,3,RESNET-50,conv2_1_a,54904,392421.392975872,112
60,32,32,3,3,RESNET-50,conv2_1_b,58204,566175.200155392,28
61,32,32,3,3,RESNET-50,conv2_1_c,199328,1436056.073247488,56
62,32,32,3,3,RESNET-50,conv2_2_a,73531,576948.0869754881,448
63,32,32,3,3,RESNET-50,conv2_2_b,58204,566175.200155392,28
64,32,32,3,3,RESNET-50,conv2_2_c,199328,1436056.073247488,56
65,32,32,3,3,RESNET-50,conv2_3_a,73531,576948.0869754881,448
66,32,32,3,3,RESNET-50,conv2_3_b,58204,566175.200155392,28
67,32,32,3,3,RESNET-50,conv2_3_c,199328,1436056.073247488,56
68,32,32,3,3,RESNET-50,conv3_1_a,31073,274562.166226208,6272
69,32,32,3,3,RESNET-50,conv3_1_b,51945,413447.019147264,4
70,32,32,3,3,RESNET-50,conv3_1_c,100814,766179.2910345282,56
71,32,32,3,3,RESNET-50,conv3_2_a,38036,357875.691140128,112
72,32,32,3,3,RESNET-50,conv3_2_b,51945,413447.019147264,4
73,32,32,3,3,RESNET-50,conv3_2_c,100814,766179.2910345282,56
74,32,32,3,3,RESNET-50,conv3_3_a,38036,357875.691140128,112
75,32,32,3,3,RESNET-50,conv3_3_b,51945,413447.019147264,4
76,32,32,3,3,RESNET-50,conv3_3_c,100814,766179.2910345282,56
77,32,32,3,3,RESNET-50,conv3_4_a,38036,357875.691140128,112
78,32,32,3,3,RESNET-50,conv3_4_b,51945,413447.019147264,4
79,32,32,3,3,RESNET-50,conv3_4_c,100814,766179.2910345282,56
80,32,32,3,3,RESNET-50,conv4_1_a,18980,184467.798972688,3136
81,32,32,3,3,RESNET-50,conv4_1_b,44760,414963.821454336,64
82,32,32,3,3,RESNET-50,conv4_1_c,57255,471863.789660816,14
83,32,32,3,3,RESNET-50,conv4_2_a,33440,312639.289639936,64
84,32,32,3,3,RESNET-50,conv4_2_b,44760,414963.821454336,64
85,32,32,3,3,RESNET-50,conv4_2_c,57255,471863.789660816,14
86,32,32,3,3,RESNET-50,conv4_3_a,33440,312639.289639936,64
87,32,32,3,3,RESNET-50,conv4_3_b,44760,414963.821454336,64
88,32,32,3,3,RESNET-50,conv4_3_c,57255,471863.789660816,14
89,32,32,3,3,RESNET-50,conv4_4_a,33440,312639.289639936,64
90,32,32,3,3,RESNET-50,conv4_4_b,44760,414963.821454336,64
91,32,32,3,3,RESNET-50,conv4_4_c,57255,471863.789660816,14
92,32,32,3,3,RESNET-50,conv4_5_a,33440,312639.289639936,64
93,32,32,3,3,RESNET-50,conv4_5_b,44760,414963.821454336,64
94,32,32,3,3,RESNET-50,conv4_5_c,57255,471863.789660816,14
95,32,32,3,3,RESNET-50,conv4_6_a,33440,312639.289639936,64
96,32,32,3,3,RESNET-50,conv4_6_b,44760,414963.821454336,64
97,32,32,3,3,RESNET-50,conv4_6_c,57255,471863.789660816,14
98,32,32,3,3,RESNET-50,conv5_1_a,23139,215405.320276034,1568
99,32,32,3,3,RESNET-50,conv5_1_b,77661,727247.7285640021,16
100,32,32,3,3,RESNET-50,conv5_1_c,56019,469401.118473352,64
101,32,32,3,3,RESNET-50,conv5_2_a,40286,363142.974508162,64
102,32,32,3,3,RESNET-50,conv5_2_b,77661,727247.7285640021,16
103,32,32,3,3,RESNET-50,conv5_2_c,56019,469401.118473352,64
104,32,32,3,3,RESNET-50,conv5_3_a,40286,363142.974508162,64
105,32,32,3,3,RESNET-50,conv5_3_b,77661,727247.7285640021,16
106,32,32,3,3,RESNET-50,conv5_3_c,56019,469401.118473352,64
107,32,32,3,3,MobileNet-v1,conv1,102061,866947.1130290461,16
108,32,32,3,3,MobileNet-v1,conv2-dw,246656,1046266.448325792,32
109,32,32,3,3,MobileNet-v1,conv3,207013,1445023.508105216,56
110,32,32,3,3,MobileNet-v1,conv4-dw,142080,651022.9013562241,64
111,32,32,3,3,MobileNet-v1,conv5,102654,747036.3188395521,28
112,32,32,3,3,MobileNet-v1,conv6-dw,247680,1052562.4076647682,128
113,32,32,3,3,MobileNet-v1,conv7,108881,838778.8153911041,56
114,32,32,3,3,MobileNet-v1,conv8-dw,75392,345749.246790528,128
115,32,32,3,3,MobileNet-v1,conv9,52188,395602.978275904,28
116,32,32,3,3,MobileNet-v1,conv10-dw,131584,560537.313490176,256
117,32,32,3,3,MobileNet-v1,conv11,56162,463806.119153216,112
118,32,32,3,3,MobileNet-v1,conv12-dw,38400,176352.45755673602,256
119,32,32,3,3,MobileNet-v1,conv13,29375,241230.2619139281,56
120,32,32,3,3,MobileNet-v1,conv14-dw,67584,287928.41743411205,512
121,32,32,3,3,MobileNet-v1,conv15,36644,334006.237659136,16
122,32,32,3,3,MobileNet-v1,conv16-dw,67584,287928.41743411205,512
123,32,32,3,3,MobileNet-v1,conv17,36644,334006.237659136,16
124,32,32,3,3,MobileNet-v1,conv18-dw,67584,287928.41743411205,512
125,32,32,3,3,MobileNet-v1,conv19,36644,334006.237659136,16
126,32,32,3,3,MobileNet-v1,conv20-dw,67584,287928.41743411205,512
127,32,32,3,3,MobileNet-v1,conv21,36644,334006.237659136,16
128,32,32,3,3,MobileNet-v1,conv22-dw,67584,287928.41743411205,512
129,32,32,3,3,MobileNet-v1,conv23,36644,334006.237659136,16
130,32,32,3,3,MobileNet-v1,conv24-dw,24064,109445.338179072,512
131,32,32,3,3,MobileNet-v1,conv25,28383,237349.742778436,8
132,32,32,3,3,MobileNet-v1,conv26-dw,41984,181339.083500544,1024
133,32,32,3,3,MobileNet-v1,conv27,44783,393263.98874637205,64
134,32,32,3,3,MobileNet-v1,fc29,3215,24595.6132774,32
135,32,32,3,3,AlexNet,conv1,77058,687760.314355338,21
136,32,32,3,3,AlexNet,pool1,29683,295741.49865926406,21
137,32,32,3,3,AlexNet,conv2,155583,1107579.82689312,24
138,32,32,3,3,AlexNet,pool2,45338,471442.684463616,16
139,32,32,3,3,AlexNet,conv3,60325,584182.560086784,96
140,32,32,3,3,AlexNet,conv4,89607,815627.2832501761,144
141,32,32,3,3,AlexNet,conv5,61527,551965.933104384,96
