,N,M,Number of Threads,Number of Active Cores,Network,Layer,Total Cycles,Energy,Tiling
130,32,32,11,11,MobileNet-v1,conv24-dw,8704,126793.063355904,512
131,32,32,11,11,MobileNet-v1,conv25,9707,340427.85085542407,256
132,32,32,11,11,MobileNet-v1,conv26-dw,15360,212279.374568448,1024
133,32,32,11,11,MobileNet-v1,conv27,12306,373714.856983188,4
134,32,32,11,11,MobileNet-v1,fc29,964,24851.03059126,32
135,32,32,11,11,AlexNet,conv1,20807,630284.862360054,3
136,32,32,11,11,AlexNet,pool1,15651,319641.499382592,9
137,32,32,11,11,AlexNet,conv2,52524,1144005.67522656,24
138,32,32,11,11,AlexNet,pool2,20054,389629.381419024,52
139,32,32,11,11,AlexNet,conv3,29619,531227.13029837,104
140,32,32,11,11,AlexNet,conv4,41580,1363019.877783552,3744
141,32,32,11,11,AlexNet,conv5,21830,459613.965513552,12
