,N,M,Number of Threads,Number of Active Cores,Network,Layer,Total Cycles,Energy,Tiling
25,32,32,1,1,GoogleNet,inception_4b_5x5,20302,65053.24201439999,196
26,32,32,1,1,GoogleNet,inception_4b_pool_proj,20871,64755.40527974401,32
27,32,32,1,1,GoogleNet,inception_4c_1x1,32769,109276.190258176,448
28,32,32,1,1,GoogleNet,inception_4c_3x3_reduce,32769,109276.190258176,448
29,32,32,1,1,GoogleNet,inception_4c_3x3,67158,303875.739805696,8
30,32,32,1,1,GoogleNet,inception_4c_5x5_reduce,13433,38736.831409344,16
31,32,32,1,1,GoogleNet,inception_4c_5x5,20302,65053.24201439999,196
32,32,32,1,1,GoogleNet,inception_4c_pool_proj,20871,64755.40527974401,32
33,32,32,1,1,GoogleNet,inception_4d_1x1,29795,101523.424709504,112
34,32,32,1,1,GoogleNet,inception_4d_3x3_reduce,46499,153877.522070528,16
35,32,32,1,1,GoogleNet,inception_4d_3x3,83812,374504.073606144,9
36,32,32,1,1,GoogleNet,inception_4d_5x5_reduce,14921,42600.080695552,16
37,32,32,1,1,GoogleNet,inception_4d_5x5,23949,79626.8638272,196
38,32,32,1,1,GoogleNet,inception_4d_pool_proj,20871,64755.40527974401,32
39,32,32,1,1,GoogleNet,inception_4e_1x1,75743,255759.395898368,16
40,32,32,1,1,GoogleNet,inception_4e_3x3_reduce,51304,168885.47446784002,10
41,32,32,1,1,GoogleNet,inception_4e_3x3,100466,447320.6584832,10
42,32,32,1,1,GoogleNet,inception_4e_5x5_reduce,15247,43921.318610816,7
43,32,32,1,1,GoogleNet,inception_4e_5x5,28021,117723.96892544,4
44,32,32,1,1,GoogleNet,inception_4e_pool_proj,42483,133517.964963584,14
45,32,32,1,1,GoogleNet,inception_5a_1x1,31654,99816.187182976,104
46,32,32,1,1,GoogleNet,inception_5a_3x3_reduce,21151,65499.74780320001,130
47,32,32,1,1,GoogleNet,inception_5a_3x3,53561,182059.0073392,10
48,32,32,1,1,GoogleNet,inception_5a_5x5_reduce,8420,19744.495296832003,26
49,32,32,1,1,GoogleNet,inception_5a_5x5,13985,45175.03294816,4
50,32,32,1,1,GoogleNet,inception_5a_pool_proj,17649,54060.934676608,52
51,32,32,1,1,GoogleNet,inception_5b_1x1,45658,145571.439689344,12
52,32,32,1,1,GoogleNet,inception_5b_3x3_reduce,24651,76938.560929792,6
53,32,32,1,1,GoogleNet,inception_5b_3x3,74158,255435.530952576,36
54,32,32,1,1,GoogleNet,inception_5b_5x5_reduce,11444,26825.312121248,26
55,32,32,1,1,GoogleNet,inception_5b_5x5,18735,63442.64356624,6
56,32,32,1,1,GoogleNet,inception_5b_pool_proj,17649,54060.934676608,52
57,32,32,1,1,GoogleNet,fc,92338,226004.43484232,2000
58,32,32,1,1,RESNET-50,conv1,590827,2482957.268816038,56
59,32,32,1,1,RESNET-50,conv2_1_a,161827,401605.9674664961,14
60,32,32,1,1,RESNET-50,conv2_1_b,170042,698529.311261184,14
61,32,32,1,1,RESNET-50,conv2_1_c,593486,1483816.622809088,112
62,32,32,1,1,RESNET-50,conv2_2_a,216746,631164.1216532481,224
63,32,32,1,1,RESNET-50,conv2_2_b,170042,698529.311261184,14
64,32,32,1,1,RESNET-50,conv2_2_c,593486,1483816.622809088,112
65,32,32,1,1,RESNET-50,conv2_3_a,216746,631164.1216532481,224
66,32,32,1,1,RESNET-50,conv2_3_b,170042,698529.311261184,14
67,32,32,1,1,RESNET-50,conv2_3_c,593486,1483816.622809088,112
68,32,32,1,1,RESNET-50,conv3_1_a,92631,293301.643472896,25088
69,32,32,1,1,RESNET-50,conv3_1_b,142606,637119.5719106559,28
70,32,32,1,1,RESNET-50,conv3_1_c,301869,823408.602263552,56
71,32,32,1,1,RESNET-50,conv3_2_a,113499,396837.193240576,448
72,32,32,1,1,RESNET-50,conv3_2_b,142606,637119.5719106559,28
73,32,32,1,1,RESNET-50,conv3_2_c,301869,823408.602263552,56
74,32,32,1,1,RESNET-50,conv3_3_a,113499,396837.193240576,448
75,32,32,1,1,RESNET-50,conv3_3_b,142606,637119.5719106559,28
76,32,32,1,1,RESNET-50,conv3_3_c,301869,823408.602263552,56
77,32,32,1,1,RESNET-50,conv3_4_a,113499,396837.193240576,448
78,32,32,1,1,RESNET-50,conv3_4_b,142606,637119.5719106559,28
79,32,32,1,1,RESNET-50,conv3_4_c,301869,823408.602263552,56
80,32,32,1,1,RESNET-50,conv4_1_a,65537,231790.936549376,392
81,32,32,1,1,RESNET-50,conv4_1_b,124064,526474.7264593921,64
82,32,32,1,1,RESNET-50,conv4_1_c,171438,527261.0777067521,32
83,32,32,1,1,RESNET-50,conv4_2_a,128876,450999.571431424,64
84,32,32,1,1,RESNET-50,conv4_2_b,124064,526474.7264593921,64
85,32,32,1,1,RESNET-50,conv4_2_c,171438,527261.0777067521,32
86,32,32,1,1,RESNET-50,conv4_3_a,128876,450999.571431424,64
87,32,32,1,1,RESNET-50,conv4_3_b,124064,526474.7264593921,64
88,32,32,1,1,RESNET-50,conv4_3_c,171438,527261.0777067521,32
89,32,32,1,1,RESNET-50,conv4_4_a,128876,450999.571431424,64
90,32,32,1,1,RESNET-50,conv4_4_b,124064,526474.7264593921,64
91,32,32,1,1,RESNET-50,conv4_4_c,171438,527261.0777067521,32
92,32,32,1,1,RESNET-50,conv4_5_a,128876,450999.571431424,64
93,32,32,1,1,RESNET-50,conv4_5_b,124064,526474.7264593921,64
94,32,32,1,1,RESNET-50,conv4_5_c,171438,527261.0777067521,32
95,32,32,1,1,RESNET-50,conv4_6_a,128876,450999.571431424,64
96,32,32,1,1,RESNET-50,conv4_6_b,124064,526474.7264593921,64
97,32,32,1,1,RESNET-50,conv4_6_c,171438,527261.0777067521,32
98,32,32,1,1,RESNET-50,conv5_1_a,69290,239549.610720256,784
99,32,32,1,1,RESNET-50,conv5_1_b,232535,837668.224073728,256
100,32,32,1,1,RESNET-50,conv5_1_c,167731,518145.023822848,64
101,32,32,1,1,RESNET-50,conv5_2_a,129609,432008.217289728,64
102,32,32,1,1,RESNET-50,conv5_2_b,232535,837668.224073728,256
103,32,32,1,1,RESNET-50,conv5_2_c,167731,518145.023822848,64
104,32,32,1,1,RESNET-50,conv5_3_a,129609,432008.217289728,64
105,32,32,1,1,RESNET-50,conv5_3_b,232535,837668.224073728,256
106,32,32,1,1,RESNET-50,conv5_3_c,167731,518145.023822848,64
107,32,32,1,1,Tiny-YOLO,conv0,2006207,4950959.226128893,169
108,32,32,1,1,Tiny-YOLO,conv1,1029248,4229545.811207552,104
109,32,32,1,1,Tiny-YOLO,conv2,515531,2087417.524285824,52
110,32,32,1,1,Tiny-YOLO,conv3,262843,1117199.6782927362,52
111,32,32,1,1,Tiny-YOLO,conv4,199654,947354.234574848,104
112,32,32,1,1,Tiny-YOLO,conv5,202778,926528.760219392,32
113,32,32,1,1,Tiny-YOLO,conv6,783869,3833150.899226624,6656
114,32,32,1,1,Tiny-YOLO,conv7,1562106,6154069.407451136,1024
115,32,32,1,1,Tiny-YOLO,conv8,29111,122775.17458545,416
116,32,32,1,1,SSD-ResNet-34,conv1,1204352,3977642.30397481,100
117,32,32,1,1,SSD-ResNet-34,conv2_1_a,342532,1415644.80635648,100
118,32,32,1,1,SSD-ResNet-34,conv2_1_b,342532,1415644.80635648,100
119,32,32,1,1,SSD-ResNet-34,conv2_2_a,342532,1415644.80635648,100
120,32,32,1,1,SSD-ResNet-34,conv2_2_b,342532,1415644.80635648,100
121,32,32,1,1,SSD-ResNet-34,conv3_1_a,235704,855282.53709696,50
122,32,32,1,1,SSD-ResNet-34,conv3_1_b,245824,1173786.41964544,20
123,32,32,1,1,SSD-ResNet-34,conv3_2_a,245824,1173786.41964544,20
124,32,32,1,1,SSD-ResNet-34,conv3_2_b,245824,1173786.41964544,20
125,32,32,1,1,SSD-ResNet-34,conv3_3_a,245824,1173786.41964544,20
126,32,32,1,1,SSD-ResNet-34,conv3_3_b,245824,1173786.41964544,20
127,32,32,1,1,SSD-ResNet-34,conv3_4_a,245824,1173786.41964544,20
128,32,32,1,1,SSD-ResNet-34,conv3_4_b,245824,1173786.41964544,20
129,32,32,1,1,SSD-ResNet-34,fc6_a,476224,2292810.09970688,40
130,32,32,1,1,SSD-ResNet-34,fc6_b,842542,3183045.44545792,160
131,32,32,1,1,SSD-ResNet-34,fc7,243107,835888.8289894401,20
132,32,32,1,1,SSD-ResNet-34,conv6_1,60778,208972.20724736003,320
133,32,32,1,1,SSD-ResNet-34,conv6_2,49714,192253.956943616,8
134,32,32,1,1,SSD-ResNet-34,conv7_1,9931,23320.545720832,16
135,32,32,1,1,SSD-ResNet-34,conv7_2,9572,26614.484353664,4
136,32,32,1,1,SSD-ResNet-34,conv8_1,2364,5449.596076416,8
137,32,32,1,1,SSD-ResNet-34,conv8_2,7558,18852.133700224,4
138,32,32,1,1,SSD-ResNet-34,conv9_1,1320,3018.8455304960003,8
139,32,32,1,1,SSD-ResNet-34,conv9_2,6734,15388.198294144,4
140,32,32,1,1,SSD-MobileNet-v1,conv1,613851,2270577.20202189,80
141,32,32,1,1,SSD-MobileNet-v1,conv2-dw,824320,3490819.7275104,5120
142,32,32,1,1,SSD-MobileNet-v1,conv3,1245002,2963217.83146496,100
143,32,32,1,1,SSD-MobileNet-v1,conv4-dw,850944,1829988.844111168,64
144,32,32,1,1,SSD-MobileNet-v1,conv5,623142,1554092.54969344,100
145,32,32,1,1,SSD-MobileNet-v1,conv6-dw,1482240,3159368.0159394564,128
146,32,32,1,1,SSD-MobileNet-v1,conv7,660486,1781436.59245568,800
147,32,32,1,1,SSD-MobileNet-v1,conv8-dw,426624,917274.366519936,128
148,32,32,1,1,SSD-MobileNet-v1,conv9,314134,854067.1506022401,80
149,32,32,1,1,SSD-MobileNet-v1,conv10-dw,743424,1584361.2456261122,256
150,32,32,1,1,SSD-MobileNet-v1,conv11,335370,1044300.3756544,80
151,32,32,1,1,SSD-MobileNet-v1,conv12-dw,214784,461110.872585472,256
152,32,32,1,1,SSD-MobileNet-v1,conv13,176473,542441.5735808001,20
153,32,32,1,1,SSD-MobileNet-v1,conv-fc6,656460,2762453.341700096,128
154,32,32,1,1,SSD-MobileNet-v1,conv-fc7,240178,828006.183477248,256
155,32,32,1,1,SSD-MobileNet-v1,conv14_1,60045,207001.545869312,64
156,32,32,1,1,SSD-MobileNet-v1,conv14_2,117366,344697.891459584,64
157,32,32,1,1,SSD-MobileNet-v1,conv15_1,10892,25438.619907328,64
158,32,32,1,1,SSD-MobileNet-v1,conv15_2,28295,71024.501616896,8
159,32,32,1,1,SSD-MobileNet-v1,conv16_1,4247,9739.939307264,32
160,32,32,1,1,SSD-MobileNet-v1,conv16_2,27278,64724.902107136,32
161,32,32,1,1,SSD-MobileNet-v1,conv17_1,1804,4103.794657792,16
162,32,32,1,1,SSD-MobileNet-v1,conv17_2,6734,15388.198294144,4
163,32,32,1,1,GNMT,gnmt-en-fc1,763040,1743770.064257024,128
164,32,32,1,1,GNMT,gnmt-en-fc2,1524576,3484202.209148928,512
165,32,32,1,1,GNMT,gnmt-en-fc3,3025696,6915325.722361857,1024
166,32,32,1,1,GNMT,gnmt-en-fc4,3025696,6915325.722361857,1024
167,32,32,1,1,GNMT,gnmt-en-fc5,3025696,6915325.722361857,1024
168,32,32,1,1,GNMT,gnmt-en-fc6,3025696,6915325.722361857,1024
169,32,32,1,1,GNMT,gnmt-en-fc7,3025696,6915325.722361857,1024
170,32,32,1,1,GNMT,gnmt-en-fc8,3025696,6915325.722361857,1024
171,32,32,1,1,YOLOv3,conv1,1518123,5691124.499818176,128
172,32,32,1,1,YOLOv3,conv2,950822,2974691.457880064,128
173,32,32,1,1,YOLOv3,conv3_1_a,468821,1154161.942192128,64
174,32,32,1,1,YOLOv3,conv3_1_b,804373,3270719.059480576,64
175,32,32,1,1,YOLOv3,conv4,580855,2136550.723907584,64
176,32,32,1,1,YOLOv3,conv5_1_a,235052,623954.332909568,16
177,32,32,1,1,YOLOv3,conv5_1_b,440813,1817362.184617984,32
178,32,32,1,1,YOLOv3,conv5_2_a,235052,623954.332909568,16
179,32,32,1,1,YOLOv3,conv5_2_b,440813,1817362.184617984,32
180,32,32,1,1,YOLOv3,conv6,492253,1934289.176489984,64
181,32,32,1,1,YOLOv3,conv7_1_a,120089,363209.373515776,16
182,32,32,1,1,YOLOv3,conv7_1_b,307773,1513711.336484864,32
183,32,32,1,1,YOLOv3,conv7_2_a,120089,363209.373515776,16
184,32,32,1,1,YOLOv3,conv7_2_b,307773,1513711.336484864,32
185,32,32,1,1,YOLOv3,conv7_3_a,120089,363209.373515776,16
186,32,32,1,1,YOLOv3,conv7_3_b,307773,1513711.336484864,32
187,32,32,1,1,YOLOv3,conv7_4_a,120089,363209.373515776,16
188,32,32,1,1,YOLOv3,conv7_4_b,307773,1513711.336484864,32
189,32,32,1,1,YOLOv3,conv7_5_a,120089,363209.373515776,16
190,32,32,1,1,YOLOv3,conv7_5_b,307773,1513711.336484864,32
191,32,32,1,1,YOLOv3,conv7_6_a,120089,363209.373515776,16
192,32,32,1,1,YOLOv3,conv7_6_b,307773,1513711.336484864,32
193,32,32,1,1,YOLOv3,conv7_7_a,120089,363209.373515776,16
194,32,32,1,1,YOLOv3,conv7_7_b,307773,1513711.336484864,32
195,32,32,1,1,YOLOv3,conv7_8_a,120089,363209.373515776,16
196,32,32,1,1,YOLOv3,conv7_8_b,307773,1513711.336484864,32
197,32,32,1,1,YOLOv3,conv8,398526,1721974.3927459845,64
198,32,32,1,1,YOLOv3,conv9_1_a,82012,276539.446525952,8
199,32,32,1,1,YOLOv3,conv9_1_b,307773,1496813.119698944,32
200,32,32,1,1,YOLOv3,conv9_2_a,82012,276539.446525952,8
201,32,32,1,1,YOLOv3,conv9_2_b,307773,1496813.119698944,32
202,32,32,1,1,YOLOv3,conv9_3_a,82012,276539.446525952,8
203,32,32,1,1,YOLOv3,conv9_3_b,307773,1496813.119698944,32
204,32,32,1,1,YOLOv3,conv9_4_a,82012,276539.446525952,8
205,32,32,1,1,YOLOv3,conv9_4_b,307773,1496813.119698944,32
206,32,32,1,1,YOLOv3,conv9_5_a,82012,276539.446525952,8
207,32,32,1,1,YOLOv3,conv9_5_b,307773,1496813.119698944,32
208,32,32,1,1,YOLOv3,conv9_6_a,82012,276539.446525952,8
209,32,32,1,1,YOLOv3,conv9_6_b,307773,1496813.119698944,32
210,32,32,1,1,YOLOv3,conv9_7_a,82012,276539.446525952,8
211,32,32,1,1,YOLOv3,conv9_7_b,307773,1496813.119698944,32
212,32,32,1,1,YOLOv3,conv9_8_a,82012,276539.446525952,8
213,32,32,1,1,YOLOv3,conv9_8_b,307773,1496813.119698944,32
214,32,32,1,1,YOLOv3,conv10,521543,2080188.220829696,128
215,32,32,1,1,YOLOv3,conv11_1_a,76154,262958.620278784,16
216,32,32,1,1,YOLOv3,conv11_1_b,473215,1885342.6118287365,256
217,32,32,1,1,YOLOv3,conv11_2_a,76154,262958.620278784,16
218,32,32,1,1,YOLOv3,conv11_2_b,473215,1885342.6118287365,256
219,32,32,1,1,YOLOv3,conv11_3_a,76154,262958.620278784,16
220,32,32,1,1,YOLOv3,conv11_3_b,473215,1885342.6118287365,256
221,32,32,1,1,YOLOv3,conv11_4_a,76154,262958.620278784,16
222,32,32,1,1,YOLOv3,conv11_4_b,473215,1885342.6118287365,256
223,32,32,1,1,MobileNet-v1,conv1,301056,1113196.556540214,112
224,32,32,1,1,MobileNet-v1,conv2-dw,690432,1953754.804637568,200704
225,32,32,1,1,MobileNet-v1,conv3,610144,1452267.1942737922,196
226,32,32,1,1,MobileNet-v1,conv4-dw,417408,897636.610700608,64
227,32,32,1,1,MobileNet-v1,conv5,305713,815941.042225152,56
228,32,32,1,1,MobileNet-v1,conv6-dw,727168,1550014.3805500155,128
229,32,32,1,1,MobileNet-v1,conv7,324386,874430.820204544,28
230,32,32,1,1,MobileNet-v1,conv8-dw,209536,450472.389933696,128
231,32,32,1,1,MobileNet-v1,conv9,155420,421804.099964928,56
232,32,32,1,1,MobileNet-v1,conv10-dw,365312,778432.7081694719,256
233,32,32,1,1,MobileNet-v1,conv11,167319,518501.187321856,28
234,32,32,1,1,MobileNet-v1,conv12-dw,105984,227084.024411392,256
235,32,32,1,1,MobileNet-v1,conv13,87962,268741.727881216,16
236,32,32,1,1,MobileNet-v1,conv14-dw,184832,393146.710429184,512
237,32,32,1,1,MobileNet-v1,conv15,131073,437104.761032704,28
238,32,32,1,1,MobileNet-v1,conv16-dw,184832,393146.710429184,512
239,32,32,1,1,MobileNet-v1,conv17,131073,437104.761032704,28
240,32,32,1,1,MobileNet-v1,conv18-dw,184832,393146.710429184,512
241,32,32,1,1,MobileNet-v1,conv19,131073,437104.761032704,28
242,32,32,1,1,MobileNet-v1,conv20-dw,184832,393146.710429184,512
243,32,32,1,1,MobileNet-v1,conv21,131073,437104.761032704,28
244,32,32,1,1,MobileNet-v1,conv22-dw,184832,393146.710429184,512
245,32,32,1,1,MobileNet-v1,conv23,131073,437104.761032704,28
246,32,32,1,1,MobileNet-v1,conv24-dw,54272,115777.331372544,512
247,32,32,1,1,MobileNet-v1,conv25,84987,261628.106425344,8
248,32,32,1,1,MobileNet-v1,conv26-dw,95232,201513.38845900795,1024
249,32,32,1,1,MobileNet-v1,conv27,134094,441979.459698688,32
250,32,32,1,1,MobileNet-v1,fc29,9317,21351.9884258,8
251,32,32,1,1,AlexNet,conv1,231171,830177.127010158,21
252,32,32,1,1,AlexNet,pool1,133530,472122.593780544,63
253,32,32,1,1,AlexNet,conv2,485000,2357604.57224448,168
254,32,32,1,1,AlexNet,pool2,150386,610902.3453086719,32
255,32,32,1,1,AlexNet,conv3,155856,699962.4641210882,96
256,32,32,1,1,AlexNet,conv4,229051,1085394.892645632,72
257,32,32,1,1,AlexNet,conv5,156043,723596.595097088,48
