N,M,Number of Threads,Number of Active Cores,DRAM Cost (pJ/bit),Weight Bus Cost (pJ/bit),Data Dispatch Bus Cost (pJ/bit),Activation Precision (bits),Weight Precision (bits),Network,Layer,Total Cycles,Core Cycles,Core Compute Cycles,Memory wait cycles,Energy,Data Dispatch Hops,Weight Bus Hops,Weight SRAM Read,Weight SRAM Write,Output SRAM Read,Output SRAM Write,Activation SRAM Read,Actiation SRAM Write,Activation FIFO Read,Activation FIFO Write,Output Acccumulator Read,Output Accumulator Write,DRAM Read,DRAM Write,Tiling,Ordering,Partitioning,Stationary,Bandwidth (bits/cycle),Weight SRAM Size (bits),Output SRAM Size (bits),Input SRAM Size (bits),Act FIFO Size (bits),Out Accumulator Size (Bits),Batch size
256.0,32.0,2,16,12.5,0.61,0.61,16,16,GoogleNet,conv1,36928,12544,12544,24384,1403103.592699788,2846928,225792.0,1053696,150528,102760448,102760448,59006976,5693856,59006976,5693856,102760448,102760448,54377680,51380224,"{'B/b': (1, 1), 'OW/ow': (7, 16), 'OH/oh': (1, 112), 'IC/ic': (1, 3), 'OC/oc': (1, 32)}","('B/b', 'OW/ow', 'OH/oh', 'IC/ic', 'OC/oc')",oc,Weight Stationary,2864,2097152.0,1048576.0,2097152.0,0.0,0.0,1
128.0,64.0,2,16,12.5,0.61,0.61,16,16,GoogleNet,conv2_3x3_reduce,10115,1568,1568,8547,375227.515482112,65536,196608.0,917504,131072,25690112,25690112,3211264,3211264,3211264,3211264,25690112,25690112,16121856,12845056,"{'B/b': (1, 1), 'OW/ow': (7, 8), 'OH/oh': (1, 28), 'IC/ic': (1, 64), 'OC/oc': (1, 64)}","('B/b', 'OW/ow', 'OH/oh', 'IC/ic', 'OC/oc')",of,Weight Stationary,2864,2097152.0,1048576.0,2097152.0,0.0,0.0,1
128.0,64.0,2,16,12.5,0.61,0.61,16,16,GoogleNet,conv2_3x3,29031,23520,23520,5511,1194861.9736995844,1769472,5308416.0,24772608,3538944,231211008,231211008,86704128,4300800,86704128,4300800,231211008,231211008,44605440,38535168,"{'B/b': (1, 1), 'OW/ow': (7, 8), 'OH/oh': (1, 28), 'IC/ic': (1, 64), 'OC/oc': (3, 64)}","('B/b', 'OH/oh', 'IC/ic', 'OC/oc', 'OW/ow')",of,Weight Stationary,2864,2097152.0,1048576.0,2097152.0,0.0,0.0,1
64.0,64.0,4,16,12.5,0.61,0.61,16,16,GoogleNet,inception_3a_1x1,3741,588,588,3153,119852.920664576,589824,0.0,786432,786432,12845056,12845056,2408448,2408448,2408448,2408448,12845056,12845056,5816320,3211264,"{'B/b': (1, 1), 'OW/ow': (1, 14), 'OH/oh': (1, 14), 'IC/ic': (3, 64), 'OC/oc': (1, 64)}","('B/b', 'OW/ow', 'OH/oh', 'IC/ic', 'OC/oc')",of,Weight Stationary,2864,1048576.0,1048576.0,1048576.0,0.0,0.0,1
256.0,64.0,1,16,12.5,0.61,0.61,16,16,GoogleNet,inception_3a_3x3_reduce,4309,1568,1568,2741,163145.75733964803,0,442368.0,8257536,294912,9633792,9633792,4816896,2408448,4816896,2408448,9633792,9633792,7520256,4816896,"{'B/b': (1, 1), 'OW/ow': (28, 1), 'OH/oh': (1, 28), 'IC/ic': (1, 192), 'OC/oc': (1, 96)}","('B/b', 'OW/ow', 'OH/oh', 'IC/ic', 'OC/oc')",oc,Weight Stationary,2864,4194304.0,1048576.0,4194304.0,0.0,0.0,1
256.0,64.0,1,16,12.5,0.61,0.61,16,16,GoogleNet,inception_3a_3x3,8113,6272,6272,1841,248212.274340864,0,2654208.0,24772608,1769472,32112640,32112640,21676032,2580480,21676032,2580480,32112640,32112640,10772480,6422528,"{'B/b': (1, 1), 'OW/ow': (14, 2), 'OH/oh': (1, 28), 'IC/ic': (1, 96), 'OC/oc': (2, 64)}","('B/b', 'OW/ow', 'OH/oh', 'IC/ic', 'OC/oc')",oc,Weight Stationary,2864,4194304.0,1048576.0,4194304.0,0.0,0.0,1
64.0,32.0,8,16,12.5,0.61,0.61,16,16,GoogleNet,inception_3a_5x5_reduce,1714,294,294,1420,53930.47168332801,147456,0.0,393216,393216,3211264,3211264,2408448,2408448,2408448,2408448,3211264,3211264,3260416,802816,"{'B/b': (1, 1), 'OW/ow': (1, 14), 'OH/oh': (1, 7), 'IC/ic': (3, 64), 'OC/oc': (1, 16)}","('B/b', 'OW/ow', 'OH/oh', 'IC/ic', 'OC/oc')",of,Weight Stationary,2864,524288.0,524288.0,524288.0,0.0,0.0,1
512.0,32.0,1,16,12.5,0.61,0.61,16,16,GoogleNet,inception_3a_5x5,2069,784,784,1285,50605.38205952,0,307200.0,204800,204800,3211264,3211264,5017600,262144,5017600,262144,3211264,3211264,2072576,1605632,"{'B/b': (1, 1), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (1, 16), 'OC/oc': (1, 32)}","('B/b', 'OW/ow', 'OH/oh', 'IC/ic', 'OC/oc')",oc,Weight Stationary,2864,4194304.0,1048576.0,4194304.0,0.0,0.0,1
64.0,32.0,8,16,12.5,0.61,0.61,16,16,GoogleNet,inception_3a_pool_proj,2291,294,294,1997,75739.818040576,294912,0.0,786432,786432,6422528,6422528,2408448,2408448,2408448,2408448,6422528,6422528,4112384,1605632,"{'B/b': (1, 1), 'OW/ow': (1, 14), 'OH/oh': (1, 7), 'IC/ic': (3, 64), 'OC/oc': (1, 32)}","('B/b', 'OW/ow', 'OH/oh', 'IC/ic', 'OC/oc')",of,Weight Stationary,2864,524288.0,524288.0,524288.0,0.0,0.0,1
256.0,64.0,1,16,12.5,0.61,0.61,16,16,GoogleNet,inception_3b_1x1,5790,3136,3136,2654,223331.461259264,0,786432.0,524288,524288,12845056,12845056,12845056,3211264,12845056,3211264,12845056,12845056,10158080,6422528,"{'B/b': (1, 1), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (1, 256), 'OC/oc': (4, 32)}","('B/b', 'OW/ow', 'OH/oh', 'IC/ic', 'OC/oc')",oc,Weight Stationary,2864,4194304.0,1048576.0,4194304.0,0.0,0.0,1
