,N,M,Number of Threads,Number of Active Cores,Network,Layer,Total Cycles,Energy,Tiling
96,128,32,1,4,RESNET-50,conv4_6_b,39484,307626.056251392,16
97,128,32,1,4,RESNET-50,conv4_6_c,42860,429995.002058752,32
98,128,32,1,4,RESNET-50,conv5_1_a,17323,190916.572896256,3136
99,128,32,1,4,RESNET-50,conv5_1_b,58135,618819.5538657281,64
100,128,32,1,4,RESNET-50,conv5_1_c,41934,420878.948174848,64
101,128,32,1,4,RESNET-50,conv5_2_a,30160,314297.385530368,128
102,128,32,1,4,RESNET-50,conv5_2_b,58135,618819.5538657281,64
103,128,32,1,4,RESNET-50,conv5_2_c,41934,420878.948174848,64
104,128,32,1,4,RESNET-50,conv5_3_a,30160,314297.385530368,128
105,128,32,1,4,RESNET-50,conv5_3_b,58135,618819.5538657281,64
106,128,32,1,4,RESNET-50,conv5_3_c,41934,420878.948174848,64
107,32,128,1,4,Tiny-YOLO,conv0,501553,4950959.226128893,169
108,64,64,1,4,Tiny-YOLO,conv1,257313,2685753.259599232,26
109,128,32,1,4,Tiny-YOLO,conv2,128883,1354082.299392384,26
110,128,32,1,4,Tiny-YOLO,conv3,65711,753775.242580736,52
111,32,32,4,4,Tiny-YOLO,conv4,52683,610957.0887495681,52
112,128,32,1,4,Tiny-YOLO,conv5,50695,549126.4615953921,32
113,32,64,2,4,Tiny-YOLO,conv6,199177,1964529.655506944,1664
114,32,32,4,4,Tiny-YOLO,conv7,393736,3392339.994331136,256
115,128,32,1,4,Tiny-YOLO,conv8,12550,80672.49533145,8
116,64,64,1,4,SSD-ResNet-34,conv1,301089,2997960.87344681,75
117,128,32,1,4,SSD-ResNet-34,conv2_1_a,84604,975774.81389824,10
118,128,32,1,4,SSD-ResNet-34,conv2_1_b,84604,975774.81389824,10
119,128,32,1,4,SSD-ResNet-34,conv2_2_a,84604,975774.81389824,10
120,128,32,1,4,SSD-ResNet-34,conv2_2_b,84604,975774.81389824,10
121,64,64,1,4,SSD-ResNet-34,conv3_1_a,48109,540035.78304448,10
122,128,32,1,4,SSD-ResNet-34,conv3_1_b,62172,687986.07099904,160
123,128,32,1,4,SSD-ResNet-34,conv3_2_a,62172,687986.07099904,160
124,128,32,1,4,SSD-ResNet-34,conv3_2_b,62172,687986.07099904,160
125,128,32,1,4,SSD-ResNet-34,conv3_3_a,62172,687986.07099904,160
126,128,32,1,4,SSD-ResNet-34,conv3_3_b,62172,687986.07099904,160
127,128,32,1,4,SSD-ResNet-34,conv3_4_a,62172,687986.07099904,160
128,128,32,1,4,SSD-ResNet-34,conv3_4_b,62172,687986.07099904,160
129,128,32,1,4,SSD-ResNet-34,fc6_a,118259,1460440.48818176,80
130,128,32,1,4,SSD-ResNet-34,fc6_b,123122,1373004.279504384,32
131,128,32,1,4,SSD-ResNet-34,fc7,47048,511654.295437312,8
132,64,32,2,4,SSD-ResNet-34,conv6_1,17247,165657.28667648003,320
133,128,32,1,4,SSD-ResNet-34,conv6_2,13863,136425.214543616,8
134,128,32,1,4,SSD-ResNet-34,conv7_1,2484,20218.948920832,4
135,64,64,1,4,SSD-ResNet-34,conv7_2,2844,23242.287169664003,2
136,128,32,1,4,SSD-ResNet-34,conv8_1,592,5061.896476416,2
137,64,64,1,4,SSD-ResNet-34,conv8_2,2052,17638.142713983998,2
138,128,32,1,4,SSD-ResNet-34,conv9_1,331,2879.273674496,2
139,64,64,1,4,SSD-ResNet-34,conv9_2,1702,15253.310406784,2
140,32,128,1,4,SSD-MobileNet-v1,conv1,153464,1623009.32182989,20
141,32,32,4,4,SSD-MobileNet-v1,conv2-dw,370528,1961115.215939456,32
142,32,64,2,4,SSD-MobileNet-v1,conv3,311251,2883547.14703872,25
143,32,32,4,4,SSD-MobileNet-v1,conv4-dw,213248,1235163.1330398722,64
144,64,64,1,4,SSD-MobileNet-v1,conv5,155786,1458172.27423744,50
145,32,32,4,4,SSD-MobileNet-v1,conv6-dw,371584,1969951.291252224,128
146,32,128,1,4,SSD-MobileNet-v1,conv7,165123,1617035.29152512,80
147,32,32,4,4,SSD-MobileNet-v1,conv8-dw,107264,622010.5451709441,128
148,128,32,1,4,SSD-MobileNet-v1,conv9,78534,755166.27935232,160
149,32,32,4,4,SSD-MobileNet-v1,conv10-dw,187136,994302.997838848,256
150,128,32,1,4,SSD-MobileNet-v1,conv11,83843,845623.06727936,20
151,32,32,4,4,SSD-MobileNet-v1,conv12-dw,54272,315690.83068108803,256
152,128,32,1,4,SSD-MobileNet-v1,conv13,41830,423028.93264896,40
153,128,32,1,4,SSD-MobileNet-v1,conv-fc6,128797,1547188.554546176,32
154,128,32,1,4,SSD-MobileNet-v1,conv-fc7,44027,483470.016053248,8
155,64,32,2,4,SSD-MobileNet-v1,conv14_1,13632,140996.59778662398,128
156,128,32,1,4,SSD-MobileNet-v1,conv14_2,29343,288869.149059584,16
157,128,32,1,4,SSD-MobileNet-v1,conv15_1,2724,22337.023107328,16
158,128,32,1,4,SSD-MobileNet-v1,conv15_2,7075,65999.914800896,8
159,128,32,1,4,SSD-MobileNet-v1,conv16_1,1062,9181.651883264,8
160,128,32,1,4,SSD-MobileNet-v1,conv16_2,6820,62491.752411136,4
161,128,32,1,4,SSD-MobileNet-v1,conv17_1,451,3979.730785792001,4
162,64,64,1,4,SSD-MobileNet-v1,conv17_2,1702,15253.310406784,2
163,128,32,1,4,GNMT,gnmt-en-fc1,192832,1727889.888641024,64
164,128,32,1,4,GNMT,gnmt-en-fc2,381152,3452441.8579169284,128
165,128,32,1,4,GNMT,gnmt-en-fc3,756448,6851805.019897857,256
166,128,32,1,4,GNMT,gnmt-en-fc4,756448,6851805.019897857,256
167,128,32,1,4,GNMT,gnmt-en-fc5,756448,6851805.019897857,256
168,128,32,1,4,GNMT,gnmt-en-fc6,756448,6851805.019897857,256
169,128,32,1,4,GNMT,gnmt-en-fc7,756448,6851805.019897857,256
170,128,32,1,4,GNMT,gnmt-en-fc8,756448,6851805.019897857,256
171,32,128,1,4,YOLOv3,conv1,379531,4033350.726526656,32
172,64,64,1,4,YOLOv3,conv2,236208,2434425.9932559365,16
173,64,32,2,4,YOLOv3,conv3_1_a,117206,1095825.088528384,8
174,128,32,1,4,YOLOv3,conv3_1_b,200705,2128635.755829248,16
175,64,64,1,4,YOLOv3,conv4,119918,1353105.367432192,16
176,128,32,1,4,YOLOv3,conv5_1_a,58763,560407.363469312,4
177,128,32,1,4,YOLOv3,conv5_1_b,101794,1189629.988011008,8
178,128,32,1,4,YOLOv3,conv5_2_a,58763,560407.363469312,4
179,128,32,1,4,YOLOv3,conv5_2_b,101794,1189629.988011008,8
180,128,32,1,4,YOLOv3,conv6,81626,975049.925685248,16
181,128,32,1,4,YOLOv3,conv7_1_a,30023,299636.137099264,4
182,128,32,1,4,YOLOv3,conv7_1_b,78048,904980.904312832,64
183,128,32,1,4,YOLOv3,conv7_2_a,30023,299636.137099264,4
184,128,32,1,4,YOLOv3,conv7_2_b,78048,904980.904312832,64
185,128,32,1,4,YOLOv3,conv7_3_a,30023,299636.137099264,4
186,128,32,1,4,YOLOv3,conv7_3_b,78048,904980.904312832,64
187,128,32,1,4,YOLOv3,conv7_4_a,30023,299636.137099264,4
188,128,32,1,4,YOLOv3,conv7_4_b,78048,904980.904312832,64
189,128,32,1,4,YOLOv3,conv7_5_a,30023,299636.137099264,4
190,128,32,1,4,YOLOv3,conv7_5_b,78048,904980.904312832,64
191,128,32,1,4,YOLOv3,conv7_6_a,30023,299636.137099264,4
192,128,32,1,4,YOLOv3,conv7_6_b,78048,904980.904312832,64
193,128,32,1,4,YOLOv3,conv7_7_a,30023,299636.137099264,4
194,128,32,1,4,YOLOv3,conv7_7_b,78048,904980.904312832,64
195,128,32,1,4,YOLOv3,conv7_8_a,30023,299636.137099264,4
196,128,32,1,4,YOLOv3,conv7_8_b,78048,904980.904312832,64
197,128,32,1,4,YOLOv3,conv8,79456,965025.364934144,32
198,32,32,4,4,YOLOv3,conv9_1_a,23021,202822.593675264,128
199,32,64,2,4,YOLOv3,conv9_1_b,79129,829353.505927168,64
200,32,32,4,4,YOLOv3,conv9_2_a,23021,202822.593675264,128
201,32,64,2,4,YOLOv3,conv9_2_b,79129,829353.505927168,64
202,32,32,4,4,YOLOv3,conv9_3_a,23021,202822.593675264,128
203,32,64,2,4,YOLOv3,conv9_3_b,79129,829353.505927168,64
204,32,32,4,4,YOLOv3,conv9_4_a,23021,202822.593675264,128
205,32,64,2,4,YOLOv3,conv9_4_b,79129,829353.505927168,64
206,32,32,4,4,YOLOv3,conv9_5_a,23021,202822.593675264,128
207,32,64,2,4,YOLOv3,conv9_5_b,79129,829353.505927168,64
208,32,32,4,4,YOLOv3,conv9_6_a,23021,202822.593675264,128
209,32,64,2,4,YOLOv3,conv9_6_b,79129,829353.505927168,64
210,32,32,4,4,YOLOv3,conv9_7_a,23021,202822.593675264,128
211,32,64,2,4,YOLOv3,conv9_7_b,79129,829353.505927168,64
212,32,32,4,4,YOLOv3,conv9_8_a,23021,202822.593675264,128
213,32,64,2,4,YOLOv3,conv9_8_b,79129,829353.505927168,64
214,128,32,1,4,YOLOv3,conv10,120467,1333370.875902976,128
215,128,32,1,4,YOLOv3,conv11_1_a,19039,199437.917814784,128
216,128,32,1,4,YOLOv3,conv11_1_b,118304,1313656.2896527362,128
217,128,32,1,4,YOLOv3,conv11_2_a,19039,199437.917814784,128
218,128,32,1,4,YOLOv3,conv11_2_b,118304,1313656.2896527362,128
219,128,32,1,4,YOLOv3,conv11_3_a,19039,199437.917814784,128
220,128,32,1,4,YOLOv3,conv11_3_b,118304,1313656.2896527362,128
221,128,32,1,4,YOLOv3,conv11_4_a,19039,199437.917814784,128
222,128,32,1,4,YOLOv3,conv11_4_b,118304,1313656.2896527362,128
223,32,128,1,4,MobileNet-v1,conv1,75265,716561.2299226141,7
224,32,32,4,4,MobileNet-v1,conv2-dw,181792,962782.380550016,32
225,32,64,2,4,MobileNet-v1,conv3,152537,1413183.709937664,28
226,32,32,4,4,MobileNet-v1,conv4-dw,104704,607069.5798673921,64
227,64,64,1,4,MobileNet-v1,conv5,76429,715321.4877368321,14
228,32,32,4,4,MobileNet-v1,conv6-dw,182528,969115.016338944,128
229,128,32,1,4,MobileNet-v1,conv7,81097,777226.034167808,56
230,32,32,4,4,MobileNet-v1,conv8-dw,52864,306712.048822784,128
231,128,32,1,4,MobileNet-v1,conv9,38856,373171.062140928,56
232,32,32,4,4,MobileNet-v1,conv10-dw,92416,491381.420858368,256
233,128,32,1,4,MobileNet-v1,conv11,41831,421024.975863808,8
234,32,32,4,4,MobileNet-v1,conv12-dw,26880,156789.862745088,256
235,128,32,1,4,MobileNet-v1,conv13,21991,220108.690057216,16
236,32,32,4,4,MobileNet-v1,conv14-dw,47104,253497.176918016,512
237,128,32,1,4,MobileNet-v1,conv15,26042,277663.87381043204,16
238,32,32,4,4,MobileNet-v1,conv16-dw,47104,253497.176918016,512
239,128,32,1,4,MobileNet-v1,conv17,26042,277663.87381043204,16
240,32,32,4,4,MobileNet-v1,conv18-dw,47104,253497.176918016,512
241,128,32,1,4,MobileNet-v1,conv19,26042,277663.87381043204,16
242,32,32,4,4,MobileNet-v1,conv20-dw,47104,253497.176918016,512
243,128,32,1,4,MobileNet-v1,conv21,26042,277663.87381043204,16
244,32,32,4,4,MobileNet-v1,conv22-dw,47104,253497.176918016,512
245,128,32,1,4,MobileNet-v1,conv23,26042,277663.87381043204,16
246,32,32,4,4,MobileNet-v1,conv24-dw,18432,106176.044967936,512
247,128,32,1,4,MobileNet-v1,conv25,21248,212995.068601344,128
248,32,32,4,4,MobileNet-v1,conv26-dw,32768,174800.49707827202,1024
249,128,32,1,4,MobileNet-v1,conv27,33525,344713.384050688,256
250,128,32,1,4,MobileNet-v1,fc29,2362,21117.1886258,8
251,128,32,1,4,AlexNet,conv1,57793,615236.468770158,63
252,128,32,1,4,AlexNet,pool1,22263,254816.625708864,21
253,128,32,1,4,AlexNet,conv2,118757,813253.4874652801,8
254,128,32,1,4,AlexNet,pool2,35907,328818.89405849605,208
255,128,32,1,4,AlexNet,conv3,44404,447364.6155586561,84
256,128,32,1,4,AlexNet,conv4,66085,614443.4702499841,84
257,128,32,1,4,AlexNet,conv5,46994,387737.943673088,24
