,N,M,Number of Threads,Number of Active Cores,Network,Layer,Total Cycles,Energy,Tiling
45,128,32,3,12,GoogleNet,inception_5a_1x1,3686,82210.219799968,1
46,64,64,3,12,GoogleNet,inception_5a_3x3_reduce,2419,55414.627356472,13
47,128,32,3,12,GoogleNet,inception_5a_3x3,4796,155449.8121392,10
48,128,32,3,12,GoogleNet,inception_5a_5x5_reduce,857,20790.220994816,1
49,64,64,3,12,GoogleNet,inception_5a_5x5,1812,37008.71408198,1
50,64,64,3,12,GoogleNet,inception_5a_pool_proj,2118,46441.21889148401,13
51,128,32,3,12,GoogleNet,inception_5b_1x1,4213,132016.57553011202,12
52,64,64,3,12,GoogleNet,inception_5b_3x3_reduce,2692,63572.27141555201,13
53,128,32,3,12,GoogleNet,inception_5b_3x3,6578,214565.707340928,12
54,128,32,3,12,GoogleNet,inception_5b_5x5_reduce,1086,23562.393107968,1
55,64,32,6,12,GoogleNet,inception_5b_5x5,1868,60684.88521984,4
56,64,64,3,12,GoogleNet,inception_5b_pool_proj,2118,46441.21889148401,13
57,128,32,3,12,GoogleNet,fc,7711,224265.384147124,8
58,64,64,3,12,RESNET-50,conv1,50173,1448816.625994794,21
59,64,64,3,12,RESNET-50,conv2_1_a,13727,380812.172658688,7
60,64,64,3,12,RESNET-50,conv2_1_b,14552,462933.331928832,7
61,64,64,3,12,RESNET-50,conv2_1_c,49832,1395838.6793662722,14
62,128,32,3,12,RESNET-50,conv2_2_a,18384,527188.710618112,28
63,64,64,3,12,RESNET-50,conv2_2_b,14552,462933.331928832,7
64,64,64,3,12,RESNET-50,conv2_2_c,49832,1395838.6793662722,14
65,128,32,3,12,RESNET-50,conv2_3_a,18384,527188.710618112,28
66,64,64,3,12,RESNET-50,conv2_3_b,14552,462933.331928832,7
67,64,64,3,12,RESNET-50,conv2_3_c,49832,1395838.6793662722,14
68,128,32,3,12,RESNET-50,conv3_1_a,9490,264494.60649686406,784
69,128,32,3,12,RESNET-50,conv3_1_b,18616,296902.301067264,4
70,128,32,3,12,RESNET-50,conv3_1_c,25204,716764.2416723841,7
71,128,32,3,12,RESNET-50,conv3_2_a,12899,306013.243912352,112
72,128,32,3,12,RESNET-50,conv3_2_b,18616,296902.301067264,4
73,128,32,3,12,RESNET-50,conv3_2_c,25204,716764.2416723841,7
74,128,32,3,12,RESNET-50,conv3_3_a,12899,306013.243912352,112
75,128,32,3,12,RESNET-50,conv3_3_b,18616,296902.301067264,4
76,128,32,3,12,RESNET-50,conv3_3_c,25204,716764.2416723841,7
77,128,32,3,12,RESNET-50,conv3_4_a,12899,306013.243912352,112
78,128,32,3,12,RESNET-50,conv3_4_b,18616,296902.301067264,4
79,128,32,3,12,RESNET-50,conv3_4_c,25204,716764.2416723841,7
80,64,32,6,12,RESNET-50,conv4_1_a,7214,174921.565839504,784
81,128,32,3,12,RESNET-50,conv4_1_b,14200,298419.103374336,16
82,128,32,3,12,RESNET-50,conv4_1_c,14315,421031.17184977606,14
83,64,32,6,12,RESNET-50,conv4_2_a,9408,226823.571100672,128
84,128,32,3,12,RESNET-50,conv4_2_b,14200,298419.103374336,16
85,128,32,3,12,RESNET-50,conv4_2_c,14315,421031.17184977606,14
86,64,32,6,12,RESNET-50,conv4_3_a,9408,226823.571100672,128
87,128,32,3,12,RESNET-50,conv4_3_b,14200,298419.103374336,16
88,128,32,3,12,RESNET-50,conv4_3_c,14315,421031.17184977606,14
89,64,32,6,12,RESNET-50,conv4_4_a,9408,226823.571100672,128
90,128,32,3,12,RESNET-50,conv4_4_b,14200,298419.103374336,16
91,128,32,3,12,RESNET-50,conv4_4_c,14315,421031.17184977606,14
92,64,32,6,12,RESNET-50,conv4_5_a,9408,226823.571100672,128
93,128,32,3,12,RESNET-50,conv4_5_b,14200,298419.103374336,16
94,128,32,3,12,RESNET-50,conv4_5_c,14315,421031.17184977606,14
95,64,32,6,12,RESNET-50,conv4_6_a,9408,226823.571100672,128
96,128,32,3,12,RESNET-50,conv4_6_b,14200,298419.103374336,16
97,128,32,3,12,RESNET-50,conv4_6_c,14315,421031.17184977606,14
98,128,32,3,12,RESNET-50,conv5_1_a,6630,213212.436829184,448
99,128,32,3,12,RESNET-50,conv5_1_b,19416,623833.485757002,4
100,128,32,3,12,RESNET-50,conv5_1_c,13985,421342.136948234,4
101,128,32,3,12,RESNET-50,conv5_2_a,10072,318780.167216162,16
102,128,32,3,12,RESNET-50,conv5_2_b,19416,623833.485757002,4
103,128,32,3,12,RESNET-50,conv5_2_c,13985,421342.136948234,4
104,128,32,3,12,RESNET-50,conv5_3_a,10072,318780.167216162,16
105,128,32,3,12,RESNET-50,conv5_3_b,19416,623833.485757002,4
106,128,32,3,12,RESNET-50,conv5_3_c,13985,421342.136948234,4
107,32,32,12,12,Tiny-YOLO,conv0,167856,4702048.137438648,26
108,128,32,3,12,Tiny-YOLO,conv1,86323,2477706.525485568,26
109,128,32,3,12,Tiny-YOLO,conv2,43436,1283922.457376832,26
110,128,32,3,12,Tiny-YOLO,conv3,22809,712769.3151022079,52
111,128,32,3,12,Tiny-YOLO,conv4,24049,510296.944946688,16
112,128,32,3,12,Tiny-YOLO,conv5,25108,395432.248678656,32
113,32,128,3,12,Tiny-YOLO,conv6,77106,1606478.3881098242,128
114,128,32,3,12,Tiny-YOLO,conv7,148863,2061620.359605252,104
115,128,32,3,12,Tiny-YOLO,conv8,4754,84441.33733075,8
116,128,32,3,12,SSD-ResNet-34,conv1,101538,2938540.6888185902,10
117,128,32,3,12,SSD-ResNet-34,conv2_1_a,28721,909298.24866432,10
118,128,32,3,12,SSD-ResNet-34,conv2_1_b,28721,909298.24866432,10
119,128,32,3,12,SSD-ResNet-34,conv2_2_a,28721,909298.24866432,10
120,128,32,3,12,SSD-ResNet-34,conv2_2_b,28721,909298.24866432,10
121,64,64,3,12,SSD-ResNet-34,conv3_1_a,16531,539497.6922400001,10
122,64,32,6,12,SSD-ResNet-34,conv3_1_b,25653,598567.819972608,4
123,64,32,6,12,SSD-ResNet-34,conv3_2_a,25653,598567.819972608,4
124,64,32,6,12,SSD-ResNet-34,conv3_2_b,25653,598567.819972608,4
125,64,32,6,12,SSD-ResNet-34,conv3_3_a,25653,598567.819972608,4
126,64,32,6,12,SSD-ResNet-34,conv3_3_b,25653,598567.819972608,4
127,64,32,6,12,SSD-ResNet-34,conv3_4_a,25653,598567.819972608,4
128,64,32,6,12,SSD-ResNet-34,conv3_4_b,25653,598567.819972608,4
129,128,32,3,12,SSD-ResNet-34,fc6_a,45447,1088153.757696,20
130,32,64,6,12,SSD-ResNet-34,fc6_b,45664,1148210.893261824,64
131,128,32,3,12,SSD-ResNet-34,fc7,15711,493566.04282256,20
132,64,32,6,12,SSD-ResNet-34,conv6_1,6927,172176.65275712,160
133,128,32,3,12,SSD-ResNet-34,conv6_2,5527,148276.201982208,8
134,128,32,3,12,SSD-ResNet-34,conv7_1,911,21351.915506608,2
135,64,64,3,12,SSD-ResNet-34,conv7_2,1030,24345.620107252005,1
136,128,32,3,12,SSD-ResNet-34,conv8_1,211,5375.480335304001,1
137,64,64,3,12,SSD-ResNet-34,conv8_2,694,19364.158495872,2
138,128,32,3,12,SSD-ResNet-34,conv9_1,111,3042.078211328,2
139,64,64,3,12,SSD-ResNet-34,conv9_2,575,16460.404759572004,1
140,32,128,3,12,SSD-MobileNet-v1,conv1,51809,1446101.2421858702,5
141,32,32,12,12,SSD-MobileNet-v1,conv2-dw,125312,1722535.647654528,32
142,32,64,6,12,SSD-MobileNet-v1,conv3,105048,2902797.3195776003,10
143,32,32,12,12,SSD-MobileNet-v1,conv4-dw,72256,1122198.082296576,64
144,64,64,3,12,SSD-MobileNet-v1,conv5,52311,1469702.3495584,10
145,32,32,12,12,SSD-MobileNet-v1,conv6-dw,126080,1738388.450836992,128
146,64,32,6,12,SSD-MobileNet-v1,conv7,55728,1585661.32424704,40
147,32,32,12,12,SSD-MobileNet-v1,conv8-dw,37888,589710.464835072,128
148,128,32,3,12,SSD-MobileNet-v1,conv9,26371,751548.0855296,10
149,32,32,12,12,SSD-MobileNet-v1,conv10-dw,66304,918437.359309824,256
150,128,32,3,12,SSD-MobileNet-v1,conv11,28143,834252.52421248,10
151,32,32,12,12,SSD-MobileNet-v1,conv12-dw,19456,303247.558216704,256
152,128,32,3,12,SSD-MobileNet-v1,conv13,13970,412977.91286128,10
153,128,32,3,12,SSD-MobileNet-v1,conv-fc6,52065,1522671.2488425602,80
154,128,32,3,12,SSD-MobileNet-v1,conv-fc7,16655,470221.688046352,8
155,64,32,6,12,SSD-MobileNet-v1,conv14_1,5429,155357.897961472,128
156,128,32,3,12,SSD-MobileNet-v1,conv14_2,9800,307077.662599186,32
157,128,32,3,12,SSD-MobileNet-v1,conv15_1,981,23554.799171354,4
158,128,32,3,12,SSD-MobileNet-v1,conv15_2,2378,72382.428027648,4
159,128,32,3,12,SSD-MobileNet-v1,conv16_1,355,9832.870030592,8
160,128,32,3,12,SSD-MobileNet-v1,conv16_2,2324,70464.45161164801,8
161,128,32,3,12,SSD-MobileNet-v1,conv17_1,158,4361.6054925280005,2
162,64,64,3,12,SSD-MobileNet-v1,conv17_2,575,16460.404759572004,1
163,128,32,3,12,GNMT,gnmt-en-fc1,64512,1852434.211030336,4
164,128,32,3,12,GNMT,gnmt-en-fc2,128736,3700551.275661952,4
165,128,32,3,12,GNMT,gnmt-en-fc3,252672,7347920.186059905,8
166,128,32,3,12,GNMT,gnmt-en-fc4,252672,7347920.186059905,8
167,128,32,3,12,GNMT,gnmt-en-fc5,252672,7347920.186059905,8
168,128,32,3,12,GNMT,gnmt-en-fc6,252672,7347920.186059905,8
169,128,32,3,12,GNMT,gnmt-en-fc7,252672,7347920.186059905,8
170,128,32,3,12,GNMT,gnmt-en-fc8,252672,7347920.186059905,8
171,32,128,3,12,YOLOv3,conv1,127511,3721748.521874304,16
172,128,32,3,12,YOLOv3,conv2,79286,2341335.7767544324,8
173,64,32,6,12,YOLOv3,conv3_1_a,39374,1093707.5541032965,4
174,128,32,3,12,YOLOv3,conv3_1_b,67488,2018626.775634432,8
175,128,32,3,12,YOLOv3,conv4,41136,1286754.273425664,8
176,128,32,3,12,YOLOv3,conv5_1_a,20078,583268.008113152,8
177,128,32,3,12,YOLOv3,conv5_1_b,35103,1121761.962307584,8
178,128,32,3,12,YOLOv3,conv5_2_a,20078,583268.008113152,8
179,128,32,3,12,YOLOv3,conv5_2_b,35103,1121761.962307584,8
180,128,32,3,12,YOLOv3,conv6,30540,844603.3755740161,32
181,128,32,3,12,YOLOv3,conv7_1_a,13130,298555.740987392,8
182,128,32,3,12,YOLOv3,conv7_1_b,28897,693252.056437248,8
183,128,32,3,12,YOLOv3,conv7_2_a,13130,298555.740987392,8
184,128,32,3,12,YOLOv3,conv7_2_b,28897,693252.056437248,8
185,128,32,3,12,YOLOv3,conv7_3_a,13130,298555.740987392,8
186,128,32,3,12,YOLOv3,conv7_3_b,28897,693252.056437248,8
187,128,32,3,12,YOLOv3,conv7_4_a,13130,298555.740987392,8
188,128,32,3,12,YOLOv3,conv7_4_b,28897,693252.056437248,8
189,128,32,3,12,YOLOv3,conv7_5_a,13130,298555.740987392,8
190,128,32,3,12,YOLOv3,conv7_5_b,28897,693252.056437248,8
191,128,32,3,12,YOLOv3,conv7_6_a,13130,298555.740987392,8
192,128,32,3,12,YOLOv3,conv7_6_b,28897,693252.056437248,8
193,128,32,3,12,YOLOv3,conv7_7_a,13130,298555.740987392,8
194,128,32,3,12,YOLOv3,conv7_7_b,28897,693252.056437248,8
195,128,32,3,12,YOLOv3,conv7_8_a,13130,298555.740987392,8
196,128,32,3,12,YOLOv3,conv7_8_b,28897,693252.056437248,8
197,64,64,3,12,YOLOv3,conv8,38195,711378.5560911361,4
198,128,32,3,12,YOLOv3,conv9_1_a,8969,183923.568201728,4
199,128,32,3,12,YOLOv3,conv9_1_b,37534,694692.3603640321,32
200,128,32,3,12,YOLOv3,conv9_2_a,8969,183923.568201728,4
201,128,32,3,12,YOLOv3,conv9_2_b,37534,694692.3603640321,32
202,128,32,3,12,YOLOv3,conv9_3_a,8969,183923.568201728,4
203,128,32,3,12,YOLOv3,conv9_3_b,37534,694692.3603640321,32
204,128,32,3,12,YOLOv3,conv9_4_a,8969,183923.568201728,4
205,128,32,3,12,YOLOv3,conv9_4_b,37534,694692.3603640321,32
206,128,32,3,12,YOLOv3,conv9_5_a,8969,183923.568201728,4
207,128,32,3,12,YOLOv3,conv9_5_b,37534,694692.3603640321,32
208,128,32,3,12,YOLOv3,conv9_6_a,8969,183923.568201728,4
209,128,32,3,12,YOLOv3,conv9_6_b,37534,694692.3603640321,32
210,128,32,3,12,YOLOv3,conv9_7_a,8969,183923.568201728,4
211,128,32,3,12,YOLOv3,conv9_7_b,37534,694692.3603640321,32
212,128,32,3,12,YOLOv3,conv9_8_a,8969,183923.568201728,4
213,128,32,3,12,YOLOv3,conv9_8_b,37534,694692.3603640321,32
214,128,32,3,12,YOLOv3,conv10,40233,1325780.7540400638,8
215,128,32,3,12,YOLOv3,conv11_1_a,6653,211091.561111552,128
216,128,32,3,12,YOLOv3,conv11_1_b,39512,1303455.283929344,8
217,128,32,3,12,YOLOv3,conv11_2_a,6653,211091.561111552,128
218,128,32,3,12,YOLOv3,conv11_2_b,39512,1303455.283929344,8
219,128,32,3,12,YOLOv3,conv11_3_a,6653,211091.561111552,128
220,128,32,3,12,YOLOv3,conv11_3_b,39512,1303455.283929344,8
221,128,32,3,12,YOLOv3,conv11_4_a,6653,211091.561111552,128
222,128,32,3,12,YOLOv3,conv11_4_b,39512,1303455.283929344,8
223,32,32,12,12,MobileNet-v1,conv1,25532,718691.8690061041,4
224,32,32,12,12,MobileNet-v1,conv2-dw,61856,851783.7576526081,32
225,32,64,6,12,MobileNet-v1,conv3,51754,1430466.6418135045,56
226,32,32,12,12,MobileNet-v1,conv4-dw,35776,556017.422174976,64
227,64,64,3,12,MobileNet-v1,conv5,25664,721102.5632753919,14
228,32,32,12,12,MobileNet-v1,conv6-dw,62464,863255.5416683521,128
229,128,32,3,12,MobileNet-v1,conv7,27221,785871.642810752,7
230,32,32,12,12,MobileNet-v1,conv8-dw,19200,298278.534231552,128
231,128,32,3,12,MobileNet-v1,conv9,13048,371928.67300390406,7
232,32,32,12,12,MobileNet-v1,conv10-dw,33536,467004.073104384,256
233,128,32,3,12,MobileNet-v1,conv11,14041,416210.434863808,14
234,32,32,12,12,MobileNet-v1,conv12-dw,11520,176470.57974374402,256
235,128,32,3,12,MobileNet-v1,conv13,9696,216705.123884824,2
236,32,32,12,12,MobileNet-v1,conv14-dw,19968,281593.133058048,512
237,64,32,6,12,MobileNet-v1,conv15,11811,292000.710787072,16
238,32,32,12,12,MobileNet-v1,conv16-dw,19968,281593.133058048,512
239,64,32,6,12,MobileNet-v1,conv17,11811,292000.710787072,16
240,32,32,12,12,MobileNet-v1,conv18-dw,19968,281593.133058048,512
241,64,32,6,12,MobileNet-v1,conv19,11811,292000.710787072,16
242,32,32,12,12,MobileNet-v1,conv20-dw,19968,281593.133058048,512
243,64,32,6,12,MobileNet-v1,conv21,11811,292000.710787072,16
244,32,32,12,12,MobileNet-v1,conv22-dw,19968,281593.133058048,512
245,64,32,6,12,MobileNet-v1,conv23,11811,292000.710787072,16
246,32,32,12,12,MobileNet-v1,conv24-dw,7680,113286.672242688,512
247,128,32,3,12,MobileNet-v1,conv25,7991,245084.95161651203,128
248,32,32,12,12,MobileNet-v1,conv26-dw,13312,189021.751627776,1024
249,128,32,3,12,MobileNet-v1,conv27,11196,346276.654775332,8
250,64,64,3,12,MobileNet-v1,fc29,809,23069.372667724,16
251,128,32,3,12,AlexNet,conv1,19265,584726.736115338,21
252,128,32,3,12,AlexNet,pool1,10011,261843.884328384,27
253,128,32,3,12,AlexNet,conv2,47112,793376.4589440001,16
254,128,32,3,12,AlexNet,pool2,14310,316752.492942336,16
255,64,64,3,12,AlexNet,conv3,18113,393461.261131008,4
256,64,64,3,12,AlexNet,conv4,24411,537631.542400512,6
257,128,32,3,12,AlexNet,conv5,18191,389635.790064384,24
