,N,M,Number of Threads,Number of Active Cores,Network,Layer,Total Cycles,Energy,Tiling
92,32,32,13,13,RESNET-50,conv4_5_a,10950,255408.81302224,32
93,32,32,13,13,RESNET-50,conv4_5_b,21072,460725.93825616,392
94,32,32,13,13,RESNET-50,conv4_5_c,14857,505615.548271424,32
95,32,32,13,13,RESNET-50,conv4_6_a,10950,255408.81302224,32
96,32,32,13,13,RESNET-50,conv4_6_b,21072,460725.93825616,392
97,32,32,13,13,RESNET-50,conv4_6_c,14857,505615.548271424,32
98,32,32,13,13,RESNET-50,conv5_1_a,6817,338793.549190144,896
99,32,32,13,13,RESNET-50,conv5_1_b,18163,702888.4194327199,32
100,32,32,13,13,RESNET-50,conv5_1_c,12941,445350.917150924,16
101,32,32,13,13,RESNET-50,conv5_2_a,9415,358079.86897512,128
102,32,32,13,13,RESNET-50,conv5_2_b,18163,702888.4194327199,32
103,32,32,13,13,RESNET-50,conv5_2_c,12941,445350.917150924,16
104,32,32,13,13,RESNET-50,conv5_3_a,9415,358079.86897512,128
105,32,32,13,13,RESNET-50,conv5_3_b,18163,702888.4194327199,32
106,32,32,13,13,RESNET-50,conv5_3_c,12941,445350.917150924,16
107,32,32,13,13,Tiny-YOLO,conv0,154325,4639486.499095932,13
108,32,32,13,13,Tiny-YOLO,conv1,79182,2520752.8375748484,13
109,32,32,13,13,Tiny-YOLO,conv2,40001,1351248.921328512,26
110,32,32,13,13,Tiny-YOLO,conv3,20632,786829.901901568,104
111,32,32,13,13,Tiny-YOLO,conv4,25200,520133.819387904,16
112,32,32,13,13,Tiny-YOLO,conv5,20283,525757.686889216,128
113,32,32,13,13,Tiny-YOLO,conv6,70486,1792198.215448064,512
114,32,32,13,13,Tiny-YOLO,conv7,131419,3304074.567984128,1024
115,32,32,13,13,Tiny-YOLO,conv8,3863,92155.49074545,32
116,32,32,13,13,SSD-ResNet-34,conv1,98126,3150321.4617529903,10
117,32,32,13,13,SSD-ResNet-34,conv2_1_a,30517,1160206.4413427203,20
118,32,32,13,13,SSD-ResNet-34,conv2_1_b,30517,1160206.4413427203,20
119,32,32,13,13,SSD-ResNet-34,conv2_2_a,30517,1160206.4413427203,20
120,32,32,13,13,SSD-ResNet-34,conv2_2_b,30517,1160206.4413427203,20
121,32,32,13,13,SSD-ResNet-34,conv3_1_a,19479,725301.206269312,4
122,32,32,13,13,SSD-ResNet-34,conv3_1_b,28904,1342785.90659584,160
123,32,32,13,13,SSD-ResNet-34,conv3_2_a,28904,1342785.90659584,160
124,32,32,13,13,SSD-ResNet-34,conv3_2_b,28904,1342785.90659584,160
125,32,32,13,13,SSD-ResNet-34,conv3_3_a,28904,1342785.90659584,160
126,32,32,13,13,SSD-ResNet-34,conv3_3_b,28904,1342785.90659584,160
127,32,32,13,13,SSD-ResNet-34,conv3_4_a,28904,1342785.90659584,160
128,32,32,13,13,SSD-ResNet-34,conv3_4_b,28904,1342785.90659584,160
129,32,32,13,13,SSD-ResNet-34,fc6_a,52696,2044809.08777984,40
130,32,32,13,13,SSD-ResNet-34,fc6_b,50682,2202546.03318272,640
131,32,32,13,13,SSD-ResNet-34,fc7,17963,684786.7519872,1920
132,32,32,13,13,SSD-ResNet-34,conv6_1,8503,216551.853451264,64
133,32,32,13,13,SSD-ResNet-34,conv6_2,5496,211328.842350848,32
134,32,32,13,13,SSD-ResNet-34,conv7_1,960,27816.234870016,16
135,32,32,13,13,SSD-ResNet-34,conv7_2,1155,48538.040807552,4
136,32,32,13,13,SSD-ResNet-34,conv8_1,269,5878.20432361,4
137,32,32,13,13,SSD-ResNet-34,conv8_2,754,19575.6240403,2
138,32,32,13,13,SSD-ResNet-34,conv9_1,135,3261.61851097,4
139,32,32,13,13,SSD-ResNet-34,conv9_2,545,16603.99768142,2
140,32,32,13,13,SSD-MobileNet-v1,conv1,49927,1554545.897889126,8
141,32,32,13,13,SSD-MobileNet-v1,conv2-dw,121120,1800169.2734781122,32
142,32,32,13,13,SSD-MobileNet-v1,conv3,97179,3068660.3457016,25
143,32,32,13,13,SSD-MobileNet-v1,conv4-dw,75392,1267921.113033024,64
144,32,32,13,13,SSD-MobileNet-v1,conv5,48640,1552401.9484511998,10
145,32,32,13,13,SSD-MobileNet-v1,conv6-dw,131584,1967326.756699008,128
146,32,32,13,13,SSD-MobileNet-v1,conv7,51513,1760615.1569408,800
147,32,32,13,13,SSD-MobileNet-v1,conv8-dw,43648,738025.7539073281,128
148,32,32,13,13,SSD-MobileNet-v1,conv9,24521,799028.7469568,20
149,32,32,13,13,SSD-MobileNet-v1,conv10-dw,76288,1152638.4143285763,256
150,32,32,13,13,SSD-MobileNet-v1,conv11,26158,924206.8619136,20
151,32,32,13,13,SSD-MobileNet-v1,conv12-dw,22528,385021.753866496,256
152,32,32,13,13,SSD-MobileNet-v1,conv13,15491,541347.2778623999,240
153,32,32,13,13,SSD-MobileNet-v1,conv-fc6,50981,1729802.067093848,16
154,32,32,13,13,SSD-MobileNet-v1,conv-fc7,15498,528295.6921469041,32
155,32,32,13,13,SSD-MobileNet-v1,conv14_1,5335,201973.821715456,64
156,32,32,13,13,SSD-MobileNet-v1,conv14_2,9167,321737.72404968,8
157,32,32,13,13,SSD-MobileNet-v1,conv15_1,1126,25923.17969738,16
158,32,32,13,13,SSD-MobileNet-v1,conv15_2,2535,72202.82641508,4
159,32,32,13,13,SSD-MobileNet-v1,conv16_1,382,10195.63461466,8
160,32,32,13,13,SSD-MobileNet-v1,conv16_2,2276,68059.750692,4
161,32,32,13,13,SSD-MobileNet-v1,conv17_1,169,4466.71424404,8
162,32,32,13,13,SSD-MobileNet-v1,conv17_2,545,16603.99768142,2
163,32,32,13,13,GNMT,gnmt-en-fc1,60672,1874018.52824832,32
164,32,32,13,13,GNMT,gnmt-en-fc2,119200,3694616.974272704,16
165,32,32,13,13,GNMT,gnmt-en-fc3,233472,7335999.748617408,32
166,32,32,13,13,GNMT,gnmt-en-fc4,233472,7335999.748617408,32
167,32,32,13,13,GNMT,gnmt-en-fc5,233472,7335999.748617408,32
168,32,32,13,13,GNMT,gnmt-en-fc6,233472,7335999.748617408,32
169,32,32,13,13,GNMT,gnmt-en-fc7,233472,7335999.748617408,32
170,32,32,13,13,GNMT,gnmt-en-fc8,233472,7335999.748617408,32
171,32,32,13,13,YOLOv3,conv1,118689,3865723.058550456,16
172,32,32,13,13,YOLOv3,conv2,74325,2586520.551354112,16
173,32,32,13,13,YOLOv3,conv3_1_a,36627,1112629.715296256,16
174,32,32,13,13,YOLOv3,conv3_1_b,63239,2257766.243316736,8
175,32,32,13,13,YOLOv3,conv4,38486,1445856.3084413442,8
176,32,32,13,13,YOLOv3,conv5_1_a,18308,671773.59024896,128
177,32,32,13,13,YOLOv3,conv5_1_b,32682,1265513.5037818882,8
178,32,32,13,13,YOLOv3,conv5_2_a,18308,671773.59024896,128
179,32,32,13,13,YOLOv3,conv5_2_b,32682,1265513.5037818882,8
180,32,32,13,13,YOLOv3,conv6,35305,1120760.656438528,8
181,32,32,13,13,YOLOv3,conv7_1_a,14282,373736.40229683206,32
182,32,32,13,13,YOLOv3,conv7_1_b,32044,1024143.537315328,8
183,32,32,13,13,YOLOv3,conv7_2_a,14282,373736.40229683206,32
184,32,32,13,13,YOLOv3,conv7_2_b,32044,1024143.537315328,8
185,32,32,13,13,YOLOv3,conv7_3_a,14282,373736.40229683206,32
186,32,32,13,13,YOLOv3,conv7_3_b,32044,1024143.537315328,8
187,32,32,13,13,YOLOv3,conv7_4_a,14282,373736.40229683206,32
188,32,32,13,13,YOLOv3,conv7_4_b,32044,1024143.537315328,8
189,32,32,13,13,YOLOv3,conv7_5_a,14282,373736.40229683206,32
190,32,32,13,13,YOLOv3,conv7_5_b,32044,1024143.537315328,8
191,32,32,13,13,YOLOv3,conv7_6_a,14282,373736.40229683206,32
192,32,32,13,13,YOLOv3,conv7_6_b,32044,1024143.537315328,8
193,32,32,13,13,YOLOv3,conv7_7_a,14282,373736.40229683206,32
194,32,32,13,13,YOLOv3,conv7_7_b,32044,1024143.537315328,8
195,32,32,13,13,YOLOv3,conv7_8_a,14282,373736.40229683206,32
196,32,32,13,13,YOLOv3,conv7_8_b,32044,1024143.537315328,8
197,32,32,13,13,YOLOv3,conv8,45249,1152168.2206515202,4096
198,32,32,13,13,YOLOv3,conv9_1_a,8730,211939.32931072,16
199,32,32,13,13,YOLOv3,conv9_1_b,45249,1152168.2206515202,4096
200,32,32,13,13,YOLOv3,conv9_2_a,8730,211939.32931072,16
201,32,32,13,13,YOLOv3,conv9_2_b,45249,1152168.2206515202,4096
202,32,32,13,13,YOLOv3,conv9_3_a,8730,211939.32931072,16
203,32,32,13,13,YOLOv3,conv9_3_b,45249,1152168.2206515202,4096
204,32,32,13,13,YOLOv3,conv9_4_a,8730,211939.32931072,16
205,32,32,13,13,YOLOv3,conv9_4_b,45249,1152168.2206515202,4096
206,32,32,13,13,YOLOv3,conv9_5_a,8730,211939.32931072,16
207,32,32,13,13,YOLOv3,conv9_5_b,45249,1152168.2206515202,4096
208,32,32,13,13,YOLOv3,conv9_6_a,8730,211939.32931072,16
209,32,32,13,13,YOLOv3,conv9_6_b,45249,1152168.2206515202,4096
210,32,32,13,13,YOLOv3,conv9_7_a,8730,211939.32931072,16
211,32,32,13,13,YOLOv3,conv9_7_b,45249,1152168.2206515202,4096
212,32,32,13,13,YOLOv3,conv9_8_a,8730,211939.32931072,16
213,32,32,13,13,YOLOv3,conv9_8_b,45249,1152168.2206515202,4096
214,32,32,13,13,YOLOv3,conv10,37173,1501374.247468928,32
215,32,32,13,13,YOLOv3,conv11_1_a,7786,336901.966159872,128
216,32,32,13,13,YOLOv3,conv11_1_b,36508,1447646.461479808,16
217,32,32,13,13,YOLOv3,conv11_2_a,7786,336901.966159872,128
218,32,32,13,13,YOLOv3,conv11_2_b,36508,1447646.461479808,16
219,32,32,13,13,YOLOv3,conv11_3_a,7786,336901.966159872,128
220,32,32,13,13,YOLOv3,conv11_3_b,36508,1447646.461479808,16
221,32,32,13,13,YOLOv3,conv11_4_a,7786,336901.966159872,128
222,32,32,13,13,YOLOv3,conv11_4_b,36508,1447646.461479808,16
223,32,32,13,13,MobileNet-v1,conv1,24219,729888.284130966,2
224,32,32,13,13,MobileNet-v1,conv2-dw,58944,878913.6304009921,32
225,32,32,13,13,MobileNet-v1,conv3,47625,1503888.70763776,28
226,32,32,13,13,MobileNet-v1,conv4-dw,37952,640075.278263104,64
227,32,32,13,13,MobileNet-v1,conv5,23863,761638.83353856,28
228,32,32,13,13,MobileNet-v1,conv6-dw,66304,996401.332995968,128
229,32,32,13,13,MobileNet-v1,conv7,25301,862841.80045568,28
230,32,32,13,13,MobileNet-v1,conv8-dw,23168,393165.812370048,128
231,32,32,13,13,MobileNet-v1,conv9,13833,450584.07360512007,8
232,32,32,13,13,MobileNet-v1,conv10-dw,40704,617505.921851136,256
233,32,32,13,13,MobileNet-v1,conv11,14850,523811.79329024,16
234,32,32,13,13,MobileNet-v1,conv12-dw,16128,270765.865451776,256
235,32,32,13,13,MobileNet-v1,conv13,10004,237586.79213728,16
236,32,32,13,13,MobileNet-v1,conv14-dw,28160,431693.321795072,512
237,32,32,13,13,MobileNet-v1,conv15,13753,310080.17943456,32
238,32,32,13,13,MobileNet-v1,conv16-dw,28160,431693.321795072,512
239,32,32,13,13,MobileNet-v1,conv17,13753,310080.17943456,32
240,32,32,13,13,MobileNet-v1,conv18-dw,28160,431693.321795072,512
241,32,32,13,13,MobileNet-v1,conv19,13753,310080.17943456,32
242,32,32,13,13,MobileNet-v1,conv20-dw,28160,431693.321795072,512
243,32,32,13,13,MobileNet-v1,conv21,13753,310080.17943456,32
244,32,32,13,13,MobileNet-v1,conv22-dw,28160,431693.321795072,512
245,32,32,13,13,MobileNet-v1,conv23,13753,310080.17943456,32
246,32,32,13,13,MobileNet-v1,conv24-dw,8704,148416.27016243205,512
247,32,32,13,13,MobileNet-v1,conv25,8910,227878.357665382,16
248,32,32,13,13,MobileNet-v1,conv26-dw,15360,248015.469609984,1024
249,32,32,13,13,MobileNet-v1,conv27,10345,374241.84669101407,16
250,32,32,13,13,MobileNet-v1,fc29,778,23568.493259728,32
251,32,32,13,13,AlexNet,conv1,20763,740166.749421882,3
252,32,32,13,13,AlexNet,pool1,15617,372563.0053503361,9
253,32,32,13,13,AlexNet,conv2,52492,1313524.2605404798,24
254,32,32,13,13,AlexNet,pool2,11785,418958.758701056,64
255,32,32,13,13,AlexNet,conv3,15895,576570.000417024,96
256,32,32,13,13,AlexNet,conv4,22026,812294.6513295361,144
257,32,32,13,13,AlexNet,conv5,15220,556785.102151424,96
