,N,M,Number of Threads,Number of Active Cores,Network,Layer,Total Cycles,Energy,Tiling
63,32,32,15,15,RESNET-50,conv2_2_b,15758,680441.6737881601,28
64,32,32,15,15,RESNET-50,conv2_2_c,41665,1496193.12774272,56
65,32,32,15,15,RESNET-50,conv2_3_a,18222,683417.0764441601,32
66,32,32,15,15,RESNET-50,conv2_3_b,15758,680441.6737881601,28
67,32,32,15,15,RESNET-50,conv2_3_c,41665,1496193.12774272,56
68,32,32,15,15,RESNET-50,conv3_1_a,11540,318613.79228976,1568
69,32,32,15,15,RESNET-50,conv3_1_b,15341,400710.41966592,8
70,32,32,15,15,RESNET-50,conv3_1_c,20621,772778.0327176001,56
71,32,32,15,15,RESNET-50,conv3_2_a,12469,358952.23316992,64
72,32,32,15,15,RESNET-50,conv3_2_b,15341,400710.41966592,8
73,32,32,15,15,RESNET-50,conv3_2_c,20621,772778.0327176001,56
74,32,32,15,15,RESNET-50,conv3_3_a,12469,358952.23316992,64
75,32,32,15,15,RESNET-50,conv3_3_b,15341,400710.41966592,8
76,32,32,15,15,RESNET-50,conv3_3_c,20621,772778.0327176001,56
77,32,32,15,15,RESNET-50,conv3_4_a,12469,358952.23316992,64
78,32,32,15,15,RESNET-50,conv3_4_b,15341,400710.41966592,8
79,32,32,15,15,RESNET-50,conv3_4_c,20621,772778.0327176001,56
80,32,32,15,15,RESNET-50,conv4_1_a,6516,197297.71816536,196
81,32,32,15,15,RESNET-50,conv4_1_b,12242,456806.72713728,64
82,32,32,15,15,RESNET-50,conv4_1_c,14602,576622.04125952,32
83,32,32,15,15,RESNET-50,conv4_2_a,7984,289629.86944768,64
84,32,32,15,15,RESNET-50,conv4_2_b,12242,456806.72713728,64
85,32,32,15,15,RESNET-50,conv4_2_c,14602,576622.04125952,32
86,32,32,15,15,RESNET-50,conv4_3_a,7984,289629.86944768,64
87,32,32,15,15,RESNET-50,conv4_3_b,12242,456806.72713728,64
88,32,32,15,15,RESNET-50,conv4_3_c,14602,576622.04125952,32
89,32,32,15,15,RESNET-50,conv4_4_a,7984,289629.86944768,64
90,32,32,15,15,RESNET-50,conv4_4_b,12242,456806.72713728,64
91,32,32,15,15,RESNET-50,conv4_4_c,14602,576622.04125952,32
92,32,32,15,15,RESNET-50,conv4_5_a,7984,289629.86944768,64
93,32,32,15,15,RESNET-50,conv4_5_b,12242,456806.72713728,64
94,32,32,15,15,RESNET-50,conv4_5_c,14602,576622.04125952,32
95,32,32,15,15,RESNET-50,conv4_6_a,7984,289629.86944768,64
96,32,32,15,15,RESNET-50,conv4_6_b,12242,456806.72713728,64
97,32,32,15,15,RESNET-50,conv4_6_c,14602,576622.04125952,32
98,32,32,15,15,RESNET-50,conv5_1_a,6238,343119.24902912,128
99,32,32,15,15,RESNET-50,conv5_1_b,16277,738427.55147385,112
100,32,32,15,15,RESNET-50,conv5_1_c,11221,447368.9616340301,16
101,32,32,15,15,RESNET-50,conv5_2_a,8233,364249.19809705,64
102,32,32,15,15,RESNET-50,conv5_2_b,16277,738427.55147385,112
103,32,32,15,15,RESNET-50,conv5_2_c,11221,447368.9616340301,16
104,32,32,15,15,RESNET-50,conv5_3_a,8233,364249.19809705,64
105,32,32,15,15,RESNET-50,conv5_3_b,16277,738427.55147385,112
106,32,32,15,15,RESNET-50,conv5_3_c,11221,447368.9616340301,16
107,32,32,15,15,Tiny-YOLO,conv0,139384,4831338.127742011,13
108,32,32,15,15,Tiny-YOLO,conv1,76880,2819233.88985696,7
109,32,32,15,15,Tiny-YOLO,conv2,36142,1402588.82591472,4
110,32,32,15,15,Tiny-YOLO,conv3,19751,838052.27680128,4
111,32,32,15,15,Tiny-YOLO,conv4,23226,794215.3667174401,16
112,32,32,15,15,Tiny-YOLO,conv5,23200,635518.89184128,128
113,32,32,15,15,Tiny-YOLO,conv6,80933,2141484.61677312,512
114,32,32,15,15,Tiny-YOLO,conv7,150854,3909759.65274624,1024
115,32,32,15,15,Tiny-YOLO,conv8,4330,116403.25611625,32
116,32,32,15,15,SSD-ResNet-34,conv1,81231,3239613.33755331,8
117,32,32,15,15,SSD-ResNet-34,conv2_1_a,26307,1148445.8482176005,20
118,32,32,15,15,SSD-ResNet-34,conv2_1_b,26307,1148445.8482176005,20
119,32,32,15,15,SSD-ResNet-34,conv2_2_a,26307,1148445.8482176005,20
120,32,32,15,15,SSD-ResNet-34,conv2_2_b,26307,1148445.8482176005,20
121,32,32,15,15,SSD-ResNet-34,conv3_1_a,17542,750091.5326112,20
122,32,32,15,15,SSD-ResNet-34,conv3_1_b,26495,1114381.6171776,40
123,32,32,15,15,SSD-ResNet-34,conv3_2_a,26495,1114381.6171776,40
124,32,32,15,15,SSD-ResNet-34,conv3_2_b,26495,1114381.6171776,40
125,32,32,15,15,SSD-ResNet-34,conv3_3_a,26495,1114381.6171776,40
126,32,32,15,15,SSD-ResNet-34,conv3_3_b,26495,1114381.6171776,40
127,32,32,15,15,SSD-ResNet-34,conv3_4_a,26495,1114381.6171776,40
128,32,32,15,15,SSD-ResNet-34,conv3_4_b,26495,1114381.6171776,40
129,32,32,15,15,SSD-ResNet-34,fc6_a,36870,1326183.56219904,8
130,32,32,15,15,SSD-ResNet-34,fc6_b,45652,1340020.33840896,128
131,32,32,15,15,SSD-ResNet-34,fc7,15979,721072.1591296,80
132,32,32,15,15,SSD-ResNet-34,conv6_1,6028,180118.95726592,64
133,32,32,15,15,SSD-ResNet-34,conv6_2,4340,206640.04228224,32
134,32,32,15,15,SSD-ResNet-34,conv7_1,776,26436.49904128,16
135,32,32,15,15,SSD-ResNet-34,conv7_2,709,39089.40758976,64
136,32,32,15,15,SSD-ResNet-34,conv8_1,180,7075.83737984,8
137,32,32,15,15,SSD-ResNet-34,conv8_2,583,32493.16833216,8
138,32,32,15,15,SSD-ResNet-34,conv9_1,115,5015.40874304,8
139,32,32,15,15,SSD-ResNet-34,conv9_2,493,17256.13758513,2
140,32,32,15,15,SSD-MobileNet-v1,conv1,41447,1455127.55372763,4
141,32,32,15,15,SSD-MobileNet-v1,conv2-dw,100320,1697804.47453776,32
142,32,32,15,15,SSD-MobileNet-v1,conv3,84039,2955509.98055936,8
143,32,32,15,15,SSD-MobileNet-v1,conv4-dw,57856,1110941.31023712,64
144,32,32,15,15,SSD-MobileNet-v1,conv5,42062,1480346.31271424,4
145,32,32,15,15,SSD-MobileNet-v1,conv6-dw,100992,1716109.60417344,128
146,32,32,15,15,SSD-MobileNet-v1,conv7,44582,1617138.1345484802,4
147,32,32,15,15,SSD-MobileNet-v1,conv8-dw,30464,585130.8761030401,128
148,32,32,15,15,SSD-MobileNet-v1,conv9,21981,803461.3747097601,4
149,32,32,15,15,SSD-MobileNet-v1,conv10-dw,53248,909747.57675648,256
150,32,32,15,15,SSD-MobileNet-v1,conv11,23448,961262.940128,80
151,32,32,15,15,SSD-MobileNet-v1,conv12-dw,15872,302381.07116928004,256
152,32,32,15,15,SSD-MobileNet-v1,conv13,13548,549713.302104,120
153,32,32,15,15,SSD-MobileNet-v1,conv-fc6,44837,2497877.6374118403,512
154,32,32,15,15,SSD-MobileNet-v1,conv-fc7,14752,536379.33263132,32
155,32,32,15,15,SSD-MobileNet-v1,conv14_1,4270,198596.96662528,64
156,32,32,15,15,SSD-MobileNet-v1,conv14_2,8019,329220.09344225,16
157,32,32,15,15,SSD-MobileNet-v1,conv15_1,794,34816.920593920004,64
158,32,32,15,15,SSD-MobileNet-v1,conv15_2,2044,121333.16797824,64
159,32,32,15,15,SSD-MobileNet-v1,conv16_1,342,16169.23028096,32
160,32,32,15,15,SSD-MobileNet-v1,conv16_2,2044,121333.16797824,64
161,32,32,15,15,SSD-MobileNet-v1,conv17_1,168,5111.0635862,8
162,32,32,15,15,SSD-MobileNet-v1,conv17_2,493,17256.13758513,2
163,32,32,15,15,GNMT,gnmt-en-fc1,53216,1893748.2446672,16
164,32,32,15,15,GNMT,gnmt-en-fc2,104288,3726552.55780832,16
165,32,32,15,15,GNMT,gnmt-en-fc3,203904,7399456.23837664,16
166,32,32,15,15,GNMT,gnmt-en-fc4,203904,7399456.23837664,16
167,32,32,15,15,GNMT,gnmt-en-fc5,203904,7399456.23837664,16
168,32,32,15,15,GNMT,gnmt-en-fc6,203904,7399456.23837664,16
169,32,32,15,15,GNMT,gnmt-en-fc7,203904,7399456.23837664,16
170,32,32,15,15,GNMT,gnmt-en-fc8,203904,7399456.23837664,16
171,32,32,15,15,YOLOv3,conv1,103612,3872590.57687008,16
172,32,32,15,15,YOLOv3,conv2,66369,2555338.44959616,8
173,32,32,15,15,YOLOv3,conv3_1_a,31991,1131248.1392979198,4
174,32,32,15,15,YOLOv3,conv3_1_b,55138,2260441.20216768,8
175,32,32,15,15,YOLOv3,conv4,34163,1479602.81599872,8
176,32,32,15,15,YOLOv3,conv5_1_a,16412,592237.57023104,2
177,32,32,15,15,YOLOv3,conv5_1_b,29290,1312967.62269312,8
178,32,32,15,15,YOLOv3,conv5_2_a,16412,592237.57023104,2
179,32,32,15,15,YOLOv3,conv5_2_b,29290,1312967.62269312,8
180,32,32,15,15,YOLOv3,conv6,28105,1036917.89522304,8
181,32,32,15,15,YOLOv3,conv7_1_a,11470,346716.77933696,32
182,32,32,15,15,YOLOv3,conv7_1_b,25497,947732.86218624,8
183,32,32,15,15,YOLOv3,conv7_2_a,11470,346716.77933696,32
184,32,32,15,15,YOLOv3,conv7_2_b,25497,947732.86218624,8
185,32,32,15,15,YOLOv3,conv7_3_a,11470,346716.77933696,32
186,32,32,15,15,YOLOv3,conv7_3_b,25497,947732.86218624,8
187,32,32,15,15,YOLOv3,conv7_4_a,11470,346716.77933696,32
188,32,32,15,15,YOLOv3,conv7_4_b,25497,947732.86218624,8
189,32,32,15,15,YOLOv3,conv7_5_a,11470,346716.77933696,32
190,32,32,15,15,YOLOv3,conv7_5_b,25497,947732.86218624,8
191,32,32,15,15,YOLOv3,conv7_6_a,11470,346716.77933696,32
192,32,32,15,15,YOLOv3,conv7_6_b,25497,947732.86218624,8
193,32,32,15,15,YOLOv3,conv7_7_a,11470,346716.77933696,32
194,32,32,15,15,YOLOv3,conv7_7_b,25497,947732.86218624,8
195,32,32,15,15,YOLOv3,conv7_8_a,11470,346716.77933696,32
196,32,32,15,15,YOLOv3,conv7_8_b,25497,947732.86218624,8
197,32,32,15,15,YOLOv3,conv8,39168,1210382.86991616,128
198,32,32,15,15,YOLOv3,conv9_1_a,8265,220532.26872832,16
199,32,32,15,15,YOLOv3,conv9_1_b,37589,1156402.4551833598,128
200,32,32,15,15,YOLOv3,conv9_2_a,8265,220532.26872832,16
201,32,32,15,15,YOLOv3,conv9_2_b,37589,1156402.4551833598,128
202,32,32,15,15,YOLOv3,conv9_3_a,8265,220532.26872832,16
203,32,32,15,15,YOLOv3,conv9_3_b,37589,1156402.4551833598,128
204,32,32,15,15,YOLOv3,conv9_4_a,8265,220532.26872832,16
205,32,32,15,15,YOLOv3,conv9_4_b,37589,1156402.4551833598,128
206,32,32,15,15,YOLOv3,conv9_5_a,8265,220532.26872832,16
207,32,32,15,15,YOLOv3,conv9_5_b,37589,1156402.4551833598,128
208,32,32,15,15,YOLOv3,conv9_6_a,8265,220532.26872832,16
209,32,32,15,15,YOLOv3,conv9_6_b,37589,1156402.4551833598,128
210,32,32,15,15,YOLOv3,conv9_7_a,8265,220532.26872832,16
211,32,32,15,15,YOLOv3,conv9_7_b,37589,1156402.4551833598,128
212,32,32,15,15,YOLOv3,conv9_8_a,8265,220532.26872832,16
213,32,32,15,15,YOLOv3,conv9_8_b,37589,1156402.4551833598,128
214,32,32,15,15,YOLOv3,conv10,32638,1496920.72095424,16
215,32,32,15,15,YOLOv3,conv11_1_a,5871,326399.33520896,128
216,32,32,15,15,YOLOv3,conv11_1_b,32610,1483390.91952576,64
217,32,32,15,15,YOLOv3,conv11_2_a,5871,326399.33520896,128
218,32,32,15,15,YOLOv3,conv11_2_b,32610,1483390.91952576,64
219,32,32,15,15,YOLOv3,conv11_3_a,5871,326399.33520896,128
220,32,32,15,15,YOLOv3,conv11_3_b,32610,1483390.91952576,64
221,32,32,15,15,YOLOv3,conv11_4_a,5871,326399.33520896,128
222,32,32,15,15,YOLOv3,conv11_4_b,32610,1483390.91952576,64
223,32,32,15,15,MobileNet-v1,conv1,20976,728913.5977149302,2
224,32,32,15,15,MobileNet-v1,conv2-dw,50848,862395.2779617601,32
225,32,32,15,15,MobileNet-v1,conv3,42512,1528493.95155776,16
226,32,32,15,15,MobileNet-v1,conv4-dw,30656,589769.42958432,64
227,32,32,15,15,MobileNet-v1,conv5,21431,791545.76161184,14
228,32,32,15,15,MobileNet-v1,conv6-dw,53504,913157.24733504,128
229,32,32,15,15,MobileNet-v1,conv7,22679,897318.91850368,28
230,32,32,15,15,MobileNet-v1,conv8-dw,16384,317134.4520902401,128
231,32,32,15,15,MobileNet-v1,conv9,13455,411164.03118304,112
232,32,32,15,15,MobileNet-v1,conv10-dw,28928,495797.40551808,256
233,32,32,15,15,MobileNet-v1,conv11,14808,580932.5182566401,448
234,32,32,15,15,MobileNet-v1,conv12-dw,8704,166035.88460927998,256
235,32,32,15,15,MobileNet-v1,conv13,7804,273033.65475584,16
236,32,32,15,15,MobileNet-v1,conv14-dw,15360,266356.48171776,512
237,32,32,15,15,MobileNet-v1,conv15,10068,359462.51911168,32
238,32,32,15,15,MobileNet-v1,conv16-dw,15360,266356.48171776,512
239,32,32,15,15,MobileNet-v1,conv17,10068,359462.51911168,32
240,32,32,15,15,MobileNet-v1,conv18-dw,15360,266356.48171776,512
241,32,32,15,15,MobileNet-v1,conv19,10068,359462.51911168,32
242,32,32,15,15,MobileNet-v1,conv20-dw,15360,266356.48171776,512
243,32,32,15,15,MobileNet-v1,conv21,10068,359462.51911168,32
244,32,32,15,15,MobileNet-v1,conv22-dw,15360,266356.48171776,512
245,32,32,15,15,MobileNet-v1,conv23,10068,359462.51911168,32
246,32,32,15,15,MobileNet-v1,conv24-dw,7680,140397.54222336004,512
247,32,32,15,15,MobileNet-v1,conv25,7793,391653.35315456,128
248,32,32,15,15,MobileNet-v1,conv26-dw,13312,233855.59337472,1024
249,32,32,15,15,MobileNet-v1,conv27,9033,379182.74087087007,16
250,32,32,15,15,MobileNet-v1,fc29,685,23826.796133810003,32
251,32,32,15,15,AlexNet,conv1,15692,645157.10254131,3
252,32,32,15,15,AlexNet,pool1,10366,290793.47115168005,9
253,32,32,15,15,AlexNet,conv2,43554,1058266.946544,24
254,32,32,15,15,AlexNet,pool2,13203,489664.37088768,64
255,32,32,15,15,AlexNet,conv3,17936,671519.4058099199,96
256,32,32,15,15,AlexNet,conv4,22108,649583.43901062,12
257,32,32,15,15,AlexNet,conv5,16963,638558.89310592,96
