N,M,Number of Threads,Number of Active Cores,DRAM Cost (pJ/bit),Weight Bus Cost (pJ/bit),Data Dispatch Bus Cost (pJ/bit),Activation Precision (bits),Weight Precision (bits),Network,Layer,Total Cycles,Core Cycles,Core Compute Cycles,Memory wait cycles,Energy,Data Dispatch Hops,Weight Bus Hops,Weight SRAM Read,Weight SRAM Write,Output SRAM Read,Output SRAM Write,Activation SRAM Read,Actiation SRAM Write,Activation FIFO Read,Activation FIFO Write,Output Acccumulator Read,Output Accumulator Write,DRAM Read,DRAM Write,Tiling,Ordering,Partitioning,Stationary,Bandwidth (bits/cycle),Weight SRAM Size (bits),Output SRAM Size (bits),Input SRAM Size (bits),Act FIFO Size (bits),Out Accumulator Size (Bits),Batch size
32,64,5,10,12.5,0.61,0.61,16,16,GoogleNet,conv1,60802,12880,12880,47922,1496361.83585749,301056,827904.0,5268480,752640,316538880,316538880,30293760,3170160,30293760,3170160,316538880,316538880,56077168,52756480,"{'B/b': (1, 1), 'OW/ow': (7, 16), 'OH/oh': (1, 23), 'IC/ic': (1, 3), 'OC/oc': (1, 64)}","('B/b', 'OW/ow', 'OH/oh', 'IC/ic', 'OC/oc')",of,Weight Stationary,2864,524288.0,524288.0,524288.0,0.0,0.0,1
64,32,5,10,12.5,0.61,0.61,16,16,GoogleNet,conv2_3x3_reduce,16408,3136,3136,13272,394938.55643712,6422528,86528.0,931840,66560,26091520,26091520,16056320,16056320,16056320,16056320,26091520,26091520,16323584,13045760,"{'B/b': (1, 1), 'OW/ow': (14, 4), 'OH/oh': (1, 56), 'IC/ic': (1, 64), 'OC/oc': (1, 13)}","('B/b', 'OW/ow', 'OH/oh', 'IC/ic', 'OC/oc')",oc,Weight Stationary,2864,524288.0,524288.0,524288.0,0.0,0.0,1
64,32,5,10,12.5,0.61,0.61,16,16,GoogleNet,conv2_3x3,49444,36288,36288,13156,1381260.39063808,3538944,7077888.0,8847360,8847360,412876800,412876800,185794560,4157440,185794560,4157440,412876800,412876800,47214592,41287680,"{'B/b': (1, 1), 'OW/ow': (1, 56), 'OH/oh': (1, 12), 'IC/ic': (1, 64), 'OC/oc': (6, 32)}","('B/b', 'OW/ow', 'OH/oh', 'IC/ic', 'OC/oc')",of,Weight Stationary,2864,524288.0,524288.0,524288.0,0.0,0.0,1
64,32,5,10,12.5,0.61,0.61,16,16,GoogleNet,inception_3a_1x1,6157,2352,2352,3805,133274.69223232003,4816896,259584.0,5591040,199680,13045760,13045760,12042240,12042240,12042240,12042240,13045760,13045760,5869568,3261440,"{'B/b': (1, 1), 'OW/ow': (28, 1), 'OH/oh': (1, 28), 'IC/ic': (3, 64), 'OC/oc': (1, 13)}","('B/b', 'OW/ow', 'OH/oh', 'IC/ic', 'OC/oc')",oc,Weight Stationary,2864,524288.0,524288.0,524288.0,0.0,0.0,1
64,32,5,10,12.5,0.61,0.61,16,16,GoogleNet,inception_3a_3x3_reduce,8179,2352,2352,5827,180892.6009472,4816896,399360.0,8601600,307200,20070400,20070400,12042240,12042240,12042240,12042240,20070400,20070400,7733248,5017600,"{'B/b': (1, 1), 'OW/ow': (28, 1), 'OH/oh': (1, 28), 'IC/ic': (3, 64), 'OC/oc': (1, 20)}","('B/b', 'OW/ow', 'OH/oh', 'IC/ic', 'OC/oc')",oc,Weight Stationary,2864,524288.0,524288.0,524288.0,0.0,0.0,1
64,32,5,10,12.5,0.61,0.61,16,16,GoogleNet,inception_3a_3x3,19116,9408,9408,9708,292301.35024128,3538944,7077888.0,8847360,8847360,103219200,103219200,46448640,1843200,46448640,1843200,103219200,103219200,10493952,6881280,"{'B/b': (1, 1), 'OW/ow': (1, 28), 'OH/oh': (1, 6), 'IC/ic': (1, 96), 'OC/oc': (4, 32)}","('B/b', 'OW/ow', 'OH/oh', 'IC/ic', 'OC/oc')",of,Weight Stationary,2864,524288.0,524288.0,524288.0,0.0,0.0,1
64,32,5,10,12.5,0.61,0.61,16,16,GoogleNet,inception_3a_5x5_reduce,2935,504,504,2431,58173.22641408,98304,196608.0,245760,245760,3440640,3440640,2580480,2580480,2580480,2580480,3440640,3440640,3489792,860160,"{'B/b': (1, 1), 'OW/ow': (1, 28), 'OH/oh': (1, 6), 'IC/ic': (3, 64), 'OC/oc': (1, 16)}","('B/b', 'OW/ow', 'OH/oh', 'IC/ic', 'OC/oc')",of,Weight Stationary,2864,524288.0,524288.0,524288.0,0.0,0.0,1
64,32,5,10,12.5,0.61,0.61,16,16,GoogleNet,inception_3a_5x5,3443,1176,1176,2267,60159.75904,409600,819200.0,1024000,1024000,13762560,13762560,5376000,409600,5376000,409600,13762560,13762560,2334720,1720320,"{'B/b': (1, 1), 'OW/ow': (1, 28), 'OH/oh': (1, 6), 'IC/ic': (1, 16), 'OC/oc': (1, 32)}","('B/b', 'OW/ow', 'OH/oh', 'IC/ic', 'OC/oc')",of,Weight Stationary,2864,524288.0,524288.0,524288.0,0.0,0.0,1
64,32,5,10,12.5,0.61,0.61,16,16,GoogleNet,inception_3a_pool_proj,3924,504,504,3420,81562.41140736,196608,393216.0,491520,491520,6881280,6881280,2580480,2580480,2580480,2580480,6881280,6881280,4399104,1720320,"{'B/b': (1, 1), 'OW/ow': (1, 28), 'OH/oh': (1, 6), 'IC/ic': (3, 64), 'OC/oc': (1, 32)}","('B/b', 'OW/ow', 'OH/oh', 'IC/ic', 'OC/oc')",of,Weight Stationary,2864,524288.0,524288.0,524288.0,0.0,0.0,1
64,32,5,10,12.5,0.61,0.61,16,16,GoogleNet,inception_3b_1x1,10787,3136,3136,7651,240579.46675232,6422528,692224.0,14909440,532480,32614400,32614400,16056320,16056320,16056320,16056320,32614400,32614400,10266624,6522880,"{'B/b': (1, 1), 'OW/ow': (28, 1), 'OH/oh': (1, 28), 'IC/ic': (4, 64), 'OC/oc': (1, 26)}","('B/b', 'OW/ow', 'OH/oh', 'IC/ic', 'OC/oc')",oc,Weight Stationary,2864,524288.0,524288.0,524288.0,0.0,0.0,1
64,32,5,10,12.5,0.61,0.61,16,16,GoogleNet,inception_3b_3x3_reduce,10787,3136,3136,7651,240579.46675232,6422528,692224.0,14909440,532480,32614400,32614400,16056320,16056320,16056320,16056320,32614400,32614400,10266624,6522880,"{'B/b': (1, 1), 'OW/ow': (28, 1), 'OH/oh': (1, 28), 'IC/ic': (4, 64), 'OC/oc': (1, 26)}","('B/b', 'OW/ow', 'OH/oh', 'IC/ic', 'OC/oc')",oc,Weight Stationary,2864,524288.0,524288.0,524288.0,0.0,0.0,1
64,32,5,10,12.5,0.61,0.61,16,16,GoogleNet,inception_3b_3x3,24911,20736,20736,4175,540734.0942131199,7077888,14155776.0,35389440,17694720,224133120,224133120,106168320,2949120,106168320,2949120,224133120,224133120,18284544,11796480,"{'B/b': (1, 1), 'OW/ow': (2, 16), 'OH/oh': (1, 6), 'IC/ic': (1, 128), 'OC/oc': (6, 32)}","('B/b', 'OH/oh', 'IC/ic', 'OC/oc', 'OW/ow')",of,Weight Stationary,2864,524288.0,524288.0,524288.0,0.0,0.0,1
